mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	dr	n	clock_model	sampling	minBirthRateESS
0.2843620097602224	0.27547047426249527	0.21114832146684803	0.3786050300237763	0.00	100	state_dependent	diversified	321.032943071742
0.7633378314716218	0.7497496179037016	0.4899727222004489	1.076030682039302	0.00	100	state_dependent	random	218.9531158563058
0.20334362632238942	0.1932201844994716	0.04149194117322849	0.39199812292661423	0.00	100	strict	random	265.40813599990145
0.1988060866980424	0.18366017776351667	-0.009955532850689064	0.44342667075485487	0.00	10	state_dependent	diversified	211.84546522702774
0.004158894447314901	-0.004880612369126305	-0.14557448256308939	0.16300345847829717	0.00	10	strict	diversified	254.43919387431725
0.2960072498940481	0.27451912110457666	0.05538362981168389	0.5778463502599773	0.00	11	state_dependent	diversified	392.0478715810213
-0.017062428129193927	-0.029051564797836327	-0.19669153865465375	0.19800828681456467	0.00	11	strict	diversified	1113.1532218061454
0.3751352227079002	0.3536945069242139	0.11817207274186853	0.6699511062069194	0.00	12	state_dependent	diversified	269.6761849213366
-0.01884460109246609	-0.02966191931198689	-0.204680341784052	0.19562073404716418	0.00	12	strict	diversified	404.96138617150706
0.29525959010337205	0.27950256535697793	0.09237977974992098	0.5280819598254313	0.00	13	state_dependent	diversified	281.2911329354325
-0.01640575482587396	-0.026200452037650774	-0.19342251166488864	0.17814209764257494	0.00	13	strict	diversified	1292.6989891081673
0.3975231490217689	0.37832496731859266	0.13372252655413405	0.6830213744101306	0.00	14	state_dependent	diversified	265.4341467027655
-0.014725403437094593	-0.025226343350851332	-0.18479381413054152	0.1850685435697746	0.00	14	strict	diversified	692.1551091955725
0.4007008256040974	0.3794797608703244	0.11257912918814604	0.7167168871681123	0.00	15	state_dependent	diversified	227.42609145759712
-0.025271065312994494	-0.03567703645359356	-0.22906029557146235	0.2116519197404754	0.00	15	strict	diversified	547.42661568958
0.30857459217160343	0.28942890566541507	0.09101540128189686	0.5612772598014569	0.00	16	state_dependent	diversified	218.5935662647857
-0.017250553576630898	-0.025744587500306573	-0.17137421123905677	0.15533183503980216	0.00	16	strict	diversified	744.9084083674483
0.28808331959053146	0.2676281329638624	0.08406083393114763	0.5422911843276482	0.00	17	state_dependent	diversified	232.7909001390072
-0.018964601317028373	-0.030881475628601846	-0.18300786051045573	0.1911747008360893	0.00	17	strict	diversified	639.5089737920425
0.2487557181770855	0.23530488648832426	0.07722485961371894	0.4612443396216765	0.00	18	state_dependent	diversified	241.925403922023
-0.013567423177520696	-0.022616616890533875	-0.159175009666634	0.16653489830391838	0.00	18	strict	diversified	509.1162675536334
0.38475129046334716	0.364295021372945	0.10363711041135143	0.7213729281310299	0.00	19	state_dependent	diversified	207.11958576154714
-0.016711910948091484	-0.0306814497530824	-0.1685280197471845	0.17222561923792135	0.00	19	strict	diversified	575.1290475416503
0.24080413690167463	0.2168917118385243	0.0777844517377218	0.4524202428299018	0.00	20	state_dependent	diversified	233.68782148037283
-0.021047971544772854	-0.02911981425128036	-0.1948547560266374	0.16755741264597146	0.00	20	strict	diversified	372.5507245920792
0.2547754616111618	0.2337935266802133	0.11239900050134563	0.4538275657395245	0.00	30	state_dependent	diversified	309.1977032215745
-0.02074563164127118	-0.030358513397744827	-0.15978795956762248	0.1412457467769663	0.00	30	strict	diversified	726.0102022996634
0.35230803574283026	0.33057284253052555	0.166568138510878	0.585006212394636	0.00	40	state_dependent	diversified	227.39940534460254
-0.033174846940253376	-0.03900273139367912	-0.1686710966232451	0.11939370458268211	0.00	40	strict	diversified	627.7332682174556
0.3126294806684449	0.28050605180352184	0.15757270656461303	0.5540847024253855	0.00	50	state_dependent	diversified	291.07642493325255
-0.040878722214765205	-0.04861957515309159	-0.19427400491369354	0.1264976043633264	0.00	50	strict	diversified	666.7462553777875
0.18198933989017627	0.16565449328540804	-0.10930664168532069	0.4796771918419076	0.00	5	state_dependent	diversified	1017.9481611737892
-0.01060563250526716	-0.02068201953365336	-0.24350950615661304	0.23312695240918394	0.00	5	strict	diversified	791.7890654207164
0.3005938297576278	0.2741564540762323	0.15423763161955428	0.5187645306661308	0.00	60	state_dependent	diversified	218.58501315026678
-0.032662296291910003	-0.039180946476057674	-0.16501256596803734	0.11711525535494269	0.00	60	strict	diversified	947.86698985847
0.13163360907588076	0.12013592752334738	-0.11499479343338642	0.43552037883921074	0.00	6	state_dependent	diversified	478.659789926249
-0.00410453972060578	-0.015097488778347629	-0.2172710010569119	0.24645438485316457	0.00	6	strict	diversified	304.0140007121113
0.32526145973519294	0.31170568464204457	0.19302122381020123	0.48250097977210615	0.00	70	state_dependent	diversified	205.26684055732193
-4.4029357845990386e-4	0.0041226073207546315	-0.14961640395346065	0.13807107632651294	0.00	70	strict	diversified	913.9058587137698
0.16302649594900875	0.15080258231497848	-0.08914627332366404	0.42275122687689204	0.00	7	state_dependent	diversified	607.5258681105435
-0.0037530954750447532	-0.017496514152792228	-0.19256125218654235	0.21798389792227904	0.00	7	strict	diversified	492.6955993514726
0.25109601269861953	0.2428333017606052	0.17239444698324252	0.3457542720416181	0.00	80	state_dependent	diversified	434.64300130812535
0.09157636081194616	0.09452771614151564	-0.06715624738811429	0.2451906811570396	0.00	80	strict	diversified	730.9240836323839
0.22744574335826911	0.20675228494574635	-0.08916504368517775	0.5704352726557115	0.00	8	state_dependent	diversified	323.19978737594784
-0.0027576595437502566	-0.01744081711762125	-0.16959264386754447	0.21823262938983895	0.00	8	strict	diversified	352.78868568183805
0.452425302136967	0.43856905419301867	0.2552376786534762	0.6786716984180302	0.00	90	state_dependent	diversified	250.52165618638273
0.02548008420704342	0.033483323072912574	-0.13909257347343576	0.1728445260581154	0.00	90	strict	diversified	802.6932160434748
0.2793450257275817	0.25325330294431114	0.06176068170187704	0.563807861610137	0.00	9	state_dependent	diversified	243.63512679491015
-0.00807490479303527	-0.020216827039569202	-0.21874487541079202	0.22245589723998013	0.00	9	strict	diversified	774.8020629677749
0.6062805517574407	0.5910014033105366	0.44729976731228593	0.8016784467380786	0.01	100	state_dependent	diversified	237.13738640281352
0.38940419119942793	0.3712266660700847	0.22790160140759733	0.5956164958928573	0.01	100	state_dependent	random	253.55369086316554
0.08247451502608769	0.07837881482522271	-0.024825242621891258	0.20317166527064476	0.01	100	strict	random	383.7494596356945
