mean_birth_rate_diff,median_birth_rate_diff,birthRate_hdi95_lower,birthRate_hdi95_upper,run,n,simulation,minBirthRateESS,base,center,edge,true_birth_diff
0.00238972914572326,0.00236654628063394,0.00172290193840898,0.00305900136717199,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s3755_diversified_m1_n100,100,2D_neut_bdg_motility,237.7933051050463,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s3755,0.00106207978903758,0.00364366443997435,0.0025815846509367702
0.00242537087710359,0.00240079723492707,0.00173455771748431,0.00313534278146517,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939_diversified_m1_n100,100,2D_neut_bdg_motility,281.4957237831235,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939,0.00107978947069767,0.0036644641740682,0.00258467470337053
0.00206855151311181,0.00204924936177706,0.001632469269096,0.00255889901550198,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353_diversified_m1_n100,100,2D_neut_bdg_motility,381.2784953001689,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353,0.00108922821905693,0.00365162149492686,0.0025623932758699302
0.00191837014594885,0.00187971169173491,0.00139095437167272,0.00251049526607764,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s48200_diversified_m1_n100,100,2D_neut_bdg_motility,748.3404699602296,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s48200,0.00107567519854986,0.00366095525177719,0.00258528005322733
0.00161494927663825,0.00158544649244173,0.00121876409082475,0.00206252541032414,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s23648_diversified_m1_n100,100,2D_neut_bdg_motility,482.2857932491249,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s23648,0.00107329205738115,0.00367387030984329,0.00260057825246214
0.00157892228011971,0.00155823168016632,0.00120960985017249,0.00198616741552361,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s28361_diversified_m1_n100,100,2D_neut_bdg_motility,490.59446664645634,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s28361,0.00107359900069798,0.00368430630058218,0.0026107072998842
0.00264495605653286,0.00245505780555849,0.00179421757810661,0.0040337920248636,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s7216_diversified_m1_n100,100,2D_neut_bdg_motility,40.226453399164505,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s7216,0.00107305126399651,0.0037073277599916,0.00263427649599509
0.00292248404092057,0.00291333746415825,0.00217464382873239,0.00364961808682838,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456_diversified_m1_n100,100,2D_neut_bdg_motility,281.0464667667369,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456,0.00110001871953117,0.0036671679790277,0.0025671492594965296
0.00279705072521403,0.00278873496041821,0.00182989406866357,0.00371202692451834,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s1677_diversified_m1_n100,100,2D_neut_bdg_motility,359.358975133051,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s1677,0.00107952649432356,0.0036896120290209,0.00261008553469734
0.00230392714761075,0.00225676516351593,0.00154925680627922,0.00316108493048251,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15296_diversified_m1_n100,100,2D_neut_bdg_motility,120.19256707599152,sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15296,0.00108655207879639,0.00367345316869484,0.0025869010898984498
