"","...1","...2","mean_growth_rate_diff","median_growth_rate_diff","mean_growth_rate_ratio","median_growth_rate_ratio","mean_birth_rate_diff","median_birth_rate_diff","mean_birth_rate_ratio","median_birth_rate_ratio","growthRate_hdi95_lower","growthRate_hdi95_upper","growthRate_hdi85_lower","growthRate_hdi85_upper","growthRate_hdi75_lower","growthRate_hdi75_upper","birthRate_hdi95_lower","birthRate_hdi95_upper","birthRate_hdi85_lower","birthRate_hdi85_upper","birthRate_hdi75_lower","birthRate_hdi75_upper","dr","minBirthRateESS","n","clock_model","true_birth_rate_diff_weighted"
"15",15,15,-0.0348342036260307,-0.0363063488730085,1.91454229946623,0.329955644859249,-0.00692437367739223,-0.0173145233000849,2.17920520232575,0.858783856571027,-0.29367886872496,0.225793242900885,-0.202580075307339,0.150183257893873,-0.161075248396103,0.111303837080526,-0.24214219938497,0.251712907594974,-0.18186322893543,0.163960547419847,-0.15138015725197,0.121408337161662,0,1641.3869718758,5,"strict",0.403799374460591
"16",16,16,-0.0930583263286516,-0.085263087590575,0.234878002259579,0.111670034925692,-0.03703045795941,-0.0461914272982454,0.808943002086837,0.655685133857781,-0.320246232554573,0.114175685047631,-0.238126891713893,0.0647993563199552,-0.195884424243147,0.0414057502455503,-0.18517953681359,0.13055541608446,-0.152408939939079,0.0782124102061604,-0.140869547385348,0.0448349183075325,0,1066.91186031836,50,"strict",0.403799374460591
"17",17,17,-0.0398667052628517,-0.0385891702616266,0.895501718485416,0.233501224124929,0.00410104168632385,-0.00949971481175662,2.31870587363313,0.903828027738541,-0.289981582731164,0.203712953206249,-0.195165817414744,0.131074691073385,-0.151041005383377,0.0961931303304747,-0.20286401054061,0.237460588274071,-0.143776507241163,0.15154624850093,-0.12086027962848,0.106898089789543,0,1081.78231203546,6,"strict",0.403799374460591
"18",18,18,-0.0834281319517045,-0.0780777046014098,0.299493127540195,0.193942172807921,-0.0336200909758955,-0.0406159658876799,0.829444312345615,0.675752931097652,-0.283865713225699,0.0991685472540141,-0.207137341378042,0.0661927505568999,-0.176953789934544,0.0385397070870264,-0.160525070683885,0.116498183725179,-0.140210238528085,0.0661245216714261,-0.131177631235118,0.0373760679052075,0,1534.00076076822,60,"strict",0.403799374460591
"19",19,19,-0.0484832333306202,-0.0435518191607464,0.768091502692951,0.189976095305731,-0.0111290905653843,-0.0207712513387683,2.08339802064906,0.800264549958663,-0.312763418103019,0.19546907958762,-0.204049628783891,0.128613461367659,-0.167054720322005,0.0834860802557797,-0.226508383401124,0.222139090045286,-0.153981001263968,0.143946923918894,-0.133411081166398,0.0966063008307802,0,671.76382640519,7,"strict",0.403799374460591
"20",20,20,-0.0381649652542108,-0.0244372694754382,0.68859786213045,0.723303475131189,0.00252900335292431,0.00614820976827444,1.30506736824068,1.05209683659722,-0.2417983153688,0.123221884124158,-0.159363076366753,0.0962689676777349,-0.123488774292032,0.0789672908351721,-0.152317581224391,0.139327542462664,-0.116278184195346,0.107283585282418,-0.0935947201460188,0.0900064242690411,0,1311.06298435521,70,"strict",0.403799374460591
"21",21,21,-0.0518658432775845,-0.0469498215334764,0.677906261167943,0.184216274882529,-0.00778446269212268,-0.0197585163789069,1.94268318483643,0.801851323218916,-0.293467701888822,0.184941577348215,-0.20541771384383,0.103722556079655,-0.149263970725601,0.0820752043193127,-0.203902587882683,0.215101909671994,-0.140676114140712,0.13073422947939,-0.121141757011336,0.0867896232367502,0,587.349597072668,8,"strict",0.403799374460591
"22",22,22,0.062804369778802,0.0701101540442285,0.418848748976192,1.91875923752071,0.0918433245583358,0.0935134426959967,3.15169573078582,2.00845086825702,-0.0879520050717653,0.203512746105331,-0.0249975403927542,0.157787479146852,0.00504136726323789,0.137879147995583,-0.0518122340098155,0.234966308027359,0.00862218774494908,0.189948405601532,0.0265706431986383,0.161344118935882,0,906.567405353193,80,"strict",0.403799374460591
"23",23,23,-0.0455439999463739,-0.0448690668123154,-5.85130783569363,0.228818261483291,-0.007293320258363,-0.0215167103642413,9.32091673206408,0.80895737617498,-0.302394866719803,0.203884689496649,-0.210388343396887,0.123566724630792,-0.165778839812873,0.0866098944608513,-0.213408056147681,0.231003769394269,-0.158349485375208,0.148424033886877,-0.133862358185338,0.102792583788048,0,817.935176914834,9,"strict",0.403799374460591
"24",24,24,-0.00221388848383785,0.0111623094492965,-0.633959429393149,0.999017707486937,0.0345627250499962,0.0381250419878298,2.92850658135833,1.34299169783168,-0.230243220807359,0.220550655997408,-0.146997785238965,0.170873156441458,-0.123570378568846,0.110288741220672,-0.135818622258995,0.19822335823013,-0.101430722007497,0.14993386137397,-0.0717827832802426,0.124815430170189,0,313.761401701108,90,"strict",0.403799374460591
"25",25,25,-0.0461557698925959,-0.0413112278555123,1.50374370628754,0.288055136916923,-0.00423814982897633,-0.0140064426230339,1.61175281935972,0.849042848633125,-0.260165115356189,0.153066167975879,-0.17685189250529,0.093740612776828,-0.137442429104228,0.0661286918055562,-0.164999350173102,0.173950010310795,-0.123167426612706,0.11098144964505,-0.109299235579112,0.0733105077553948,0.01,1394.753289708,10,"strict",0.380334583258963
"26",26,26,0.386100553697253,0.386366690740853,13.2227703587173,7.90360475741576,0.394565440016476,0.396825245587678,63.247179688628,12.7918737683758,0.258788286253826,0.526063757965541,0.294200727385959,0.480836185801418,0.315740731060746,0.462616660492612,0.246461626300715,0.53848600161751,0.291778886811271,0.493569116652989,0.318506262548922,0.475557284038168,0.01,837.207064640296,100,"strict",0.380334583258963
"27",27,27,-0.0618607641995957,-0.0546038115466961,0.496591015241997,0.252978109044699,-0.0171490625975744,-0.0229055673042533,0.982173912863519,0.778000455061044,-0.266271379971729,0.115307120093427,-0.184081462342075,0.0708503966181723,-0.144342263458441,0.0481391489707652,-0.172315386508949,0.146186737659932,-0.131993482087387,0.0881814741742763,-0.109085050351258,0.0629924828973027,0.01,706.975677103496,20,"strict",0.380334583258963
"28",28,28,-0.0701854552354523,-0.0609825100912706,0.401610944393684,0.257231825042115,-0.0264057921479831,-0.0312728717826977,0.884911728174078,0.738097159530188,-0.271383839245531,0.10741275103732,-0.191917300945215,0.06840532522234,-0.154666731980083,0.0466209303261831,-0.176036167861299,0.129069066708021,-0.138647191893264,0.0777356114077322,-0.119167767010942,0.0528076550704877,0.01,799.273370687547,30,"strict",0.380334583258963
"29",29,29,-0.0726781288202982,-0.0629335306388203,0.389882413931665,0.242904024684274,-0.0203309220926086,-0.0268323156143362,0.949908122348742,0.780750388658021,-0.293752567560246,0.121401412330023,-0.211568970182827,0.0759494068342128,-0.16647560191828,0.0552612823652424,-0.178080269561371,0.153449005649518,-0.143280012483855,0.0915612584396238,-0.126637722013864,0.0607793045858473,0.01,643.287187940021,40,"strict",0.380334583258963
"30",30,30,-0.0742175483606669,-0.0645885488595162,0.374748501096514,0.289257599911658,-0.0255126067634791,-0.0291612402317588,0.905080430084022,0.772952428984669,-0.285588153607247,0.11545619741461,-0.208500455412123,0.0730463839265255,-0.170057093834937,0.0525231350966394,-0.175803888365753,0.13457552725753,-0.14641919645829,0.0806416529822646,-0.128753944632411,0.0551040881758418,0.01,851.911279965052,50,"strict",0.380334583258963
"31",31,31,-0.0608537727140115,-0.0513778977266845,0.561714599332397,0.43642715186452,-0.0105357112460034,-0.0134582957449213,1.0233068079171,0.888770525647041,-0.267083959031537,0.120880212873104,-0.191084634676177,0.0829829832471358,-0.151572154537509,0.0645752670199007,-0.165150678101242,0.139092503427187,-0.131439128457282,0.0966102218425312,-0.116673643825621,0.0710210970572795,0.01,1316.64308268544,60,"strict",0.380334583258963
"32",32,32,-0.0215932497127764,-0.00872919035142295,1.24457075368789,0.743068320472856,0.0212939093981803,0.0212287380653609,3.5487360367628,1.18709623862479,-0.25858299611808,0.199471714835472,-0.163462901987199,0.168107303028599,-0.153581119014148,0.0981916824498846,-0.145138669021005,0.194198146222252,-0.12232235325804,0.142037585718841,-0.101586758782569,0.107778172462111,0.01,241.808672759152,70,"strict",0.380334583258963
"33",33,33,0.0851447569465925,0.0929648099997732,20.6915947441089,1.70993066467162,0.10733857897277,0.114531130058282,175.517999915956,2.39012637371398,-0.11552507613595,0.245922877196671,-0.0167857717691429,0.224744522509926,0.0118820509732982,0.201087797095798,-0.0823252298225938,0.260766729496859,0.00163743185794757,0.229185876940998,0.0348426351039577,0.2118047732923,0.01,155.619024321994,80,"strict",0.380334583258963
"34",34,34,0.084076219475939,0.0923863643951818,65.9294737024031,1.70683921973148,0.102618239764508,0.10893380816957,61.9307012274648,2.30646647220085,-0.130841541064943,0.254721726607572,-0.0287919754719283,0.234030817021051,0.0124200181405318,0.212049657108084,-0.100702861282664,0.251521851760916,0.00145917016457103,0.235169014898727,0.0354361902109345,0.211141565989753,0.01,201.27001674555,90,"strict",0.380334583258963
"35",35,35,-0.0495985330445222,-0.0455968436151658,0.56586194900908,0.232870269884031,-0.0102065381397356,-0.0203101325661378,1.48166794416438,0.805007410054376,-0.277263228789471,0.166004322413055,-0.186458661592606,0.107592810493546,-0.146314906060614,0.0772055061108062,-0.185079983668407,0.187510297905978,-0.146228001635741,0.116472349426303,-0.125365046801304,0.081558125393349,0.02,1390.34679957971,10,"strict",0.370964555380402
"36",36,36,0.318670457279837,0.317206711445476,-663.213265125086,6.33361147770814,0.335425372467972,0.332793611888945,12.9700739990663,4.95898798794954,0.179383245301829,0.462047293807738,0.213825877034631,0.425282787816804,0.227602732151087,0.397518971254357,0.17971451255593,0.495399539282033,0.218595840759601,0.450191567528961,0.236147856997632,0.421372656290866,0.02,1427.90318280194,100,"strict",0.370964555380402
"37",37,37,-0.0694735057987382,-0.0614404273990126,0.676754046734811,0.265749128354136,-0.0230542056305989,-0.0294985824379576,0.939985292344003,0.750192512133264,-0.275735041772094,0.122874489737676,-0.190341903562511,0.0757816253883775,-0.154715357815311,0.0500651961501965,-0.178690814472292,0.158733058632628,-0.142394539935212,0.0895666970765384,-0.125638102749714,0.0564260109832557,0.02,916.441088285169,20,"strict",0.370964555380402
"38",38,38,-0.0738924195685845,-0.0687484579676867,-1.14402696024231,0.259235894147457,-0.035222491039878,-0.0413358769803945,0.879516620430435,0.685404826302749,-0.2821794110075,0.12245222889445,-0.204296186318473,0.0706847322788371,-0.167075170399154,0.0463039590560177,-0.195698587384838,0.147451501048289,-0.149580183441133,0.0885344045193156,-0.140875145716003,0.0482420112605724,0.02,429.711789259304,30,"strict",0.370964555380402
"39",39,39,-0.0606241764721191,-0.0503710825404698,0.554864810395738,0.434885601710727,-0.0198813430974818,-0.0212809142873411,0.934942902285059,0.822944281865796,-0.249853368985175,0.1113375352094,-0.174071489600319,0.0757917356774666,-0.141327775760738,0.0538131458209565,-0.168798881548534,0.1259907696297,-0.134341395884032,0.0817403882871823,-0.117384165387422,0.0582754564134334,0.02,1275.48748045609,40,"strict",0.370964555380402
"40",40,40,0.0462163244369831,0.0788398038285462,-27.659571664729,1.77236718594082,0.0740576298489384,0.0944672432094354,5.65291625841032,2.02591876238198,-0.217921769502521,0.23539831997348,-0.121482271612764,0.209470915208794,-0.0638159958870222,0.20065091865985,-0.15767212005202,0.248325097453702,-0.102707604734025,0.221293561893154,-0.0410223207476623,0.219969018275997,0.02,397.731363051158,50,"strict",0.370964555380402
"41",41,41,-0.0344238530634184,-0.0237735730493967,0.432013285336923,0.693347054200113,0.0051449577151406,0.00532687708546711,1.8267451131622,1.04510755803208,-0.249230504871201,0.159500234301878,-0.179644027264433,0.0974004185304636,-0.135524215006094,0.0777004456486504,-0.15691413017784,0.166601055646681,-0.128343949398448,0.10978199435978,-0.0989514958896647,0.0942108375335314,0.02,796.500670001253,60,"strict",0.370964555380402
"42",42,42,-0.0304204414093749,-0.0159484379164274,0.703926661857597,0.809193891017952,0.00329091608956491,0.00937511143244113,1.73976332707664,1.07918319396621,-0.239156024216588,0.138649419991078,-0.164091074542729,0.104138297619556,-0.124476449885299,0.0901301469074171,-0.147428760850849,0.148433972434602,-0.126665352221367,0.103451813572734,-0.0995980469842324,0.092423994282627,0.02,1158.52514109099,70,"strict",0.370964555380402
"43",43,43,0.114818025112351,0.112829151012823,-1.20177061849263,3.4548385828492,0.123577348534629,0.119770860638528,4.42942942822169,2.72638749282508,0.0306351683669224,0.212640379363558,0.0499991090176885,0.179893624453515,0.0621230675261728,0.165408874517378,0.0295474975565312,0.228481045629414,0.051119558889447,0.191365866352488,0.0625725541986176,0.172806029325854,0.02,1491.68454752083,80,"strict",0.370964555380402
"44",44,44,0.139515017633387,0.147085795412727,19.8582469258247,2.71517647645607,0.149181061034169,0.152680237706051,14.7798594130813,4.22693709968008,0.0235800479832708,0.245229933509214,0.0542945598864411,0.220880692615222,0.0720291187669741,0.209344456342145,0.0362658565205282,0.261961871426785,0.0647074690331455,0.232780664300966,0.0786244811042608,0.216202432496906,0.02,371.197695524041,90,"strict",0.370964555380402
"45",45,45,-0.0504975968521771,-0.0473125919207031,0.743550439377937,0.255223491317514,-0.0186305790221025,-0.0287866443742407,1.42866123132381,0.750173978695065,-0.291162678680204,0.189183785590335,-0.200746451099762,0.118361198744183,-0.156120376885773,0.0860715866651379,-0.228681869126926,0.210146549346801,-0.167486196942083,0.133937591380931,-0.138988350489382,0.0921552855040369,0.03,736.05076731575,10,"strict",0.373292342882357
"46",46,46,0.150534462391979,0.146331082186462,2.05009790427804,1.83544738218742,0.172658088220635,0.168221815318979,2.31880889363872,1.82506238767616,-0.0540518004642284,0.368586464349876,0.0164935103025634,0.287620320319988,0.0451425790304215,0.249051401628073,-0.0143699114213416,0.368590663260389,0.040430936952791,0.299825470271385,0.0665963515540614,0.266093578970067,0.03,623.082727535256,100,"strict",0.373292342882357
"47",47,47,-0.0639700362286312,-0.0605649219240373,0.414924543326844,0.158715854364719,-0.0251999801066916,-0.0355297180366673,1.03328090179974,0.681087492862627,-0.274702620556667,0.139209782775293,-0.195575755133041,0.0818418734882152,-0.158414163130492,0.0533057650934546,-0.184840520871225,0.161854889115806,-0.146955400583662,0.0944332003258801,-0.12900632111405,0.0592218628014257,0.03,870.658852343106,20,"strict",0.373292342882357
"48",48,48,-0.0739278410059178,-0.0684071299569315,0.374031408002911,0.193195593268625,-0.0305603283366247,-0.0370733955426546,0.85814990155146,0.686904116894748,-0.269086276828744,0.113800701072827,-0.200456563332965,0.0590036851507571,-0.164781673234424,0.0348544134584003,-0.174308578676211,0.134633946074159,-0.14057650587461,0.0759093710361975,-0.124222837053508,0.0475373045247365,0.03,1047.60522087105,30,"strict",0.373292342882357
"49",49,49,-0.0605814678337241,-0.0463173402499907,0.405803263508043,0.416488929579985,-0.00769825326872287,-0.0101929618662468,1.0752524650592,0.912650180115526,-0.290702126867014,0.119144090593463,-0.193166780948929,0.0920522484975078,-0.151743656466766,0.07072569126397,-0.16391448057937,0.165828738514793,-0.131802042473673,0.106800040283168,-0.11392125829213,0.0792402136011951,0.03,945.200522902435,40,"strict",0.373292342882357
"50",50,50,-0.0538100281739324,-0.049392809658666,0.630797534347988,0.402510395488332,-0.0124890848954148,-0.0176493587380022,1.0885991064678,0.846709731892401,-0.252122389906637,0.134074614471072,-0.17792309086451,0.0937306969488099,-0.141578243813378,0.073537414038736,-0.153169120725207,0.149367634792994,-0.130035159717326,0.0953455361543828,-0.118023875992635,0.0679285069762353,0.03,741.161161175746,50,"strict",0.373292342882357
"51",51,51,-0.0242707843241058,0.0138295178953624,0.428913844462958,0.950338679928099,0.0111418649275642,0.0233501637615736,2.02030179298773,1.17040866348973,-0.350079293658295,0.239750829348837,-0.247218790305826,0.167103416744871,-0.171571512572446,0.144089702088159,-0.208541534800035,0.217183519038144,-0.158273780362777,0.160376266982292,-0.130587347117353,0.131442362698141,0.03,501.485922412348,60,"strict",0.373292342882357
"52",52,52,0.0291791262851883,0.0423268981804897,3.82490313353977,1.36783673618798,0.0551209703951931,0.0592732223330364,5.05440155263358,1.59415678089049,-0.186944198878232,0.221593797759357,-0.0978050445718067,0.189389260756491,-0.0511986711628515,0.168649406154471,-0.131913901324996,0.212162830358539,-0.0693880755153954,0.192047704104135,-0.0308220655776867,0.174311589875577,0.03,263.718834415646,70,"strict",0.373292342882357
"53",53,53,0.0751702353181385,0.0727551415240977,0.959630741273935,2.04631160106268,0.0831924756791933,0.0802800872631736,2.04707760680357,1.83041080944256,-0.00581733713777426,0.173068836783628,0.0124850113376098,0.133829648471422,0.026805895527794,0.119850879918907,-0.0189481268531833,0.18981945276011,0.0131110361184037,0.153956883875974,0.0267448148320669,0.135352038399633,0.03,1156.1851583151,80,"strict",0.373292342882357
"54",54,54,0.107189179471164,0.12439624060791,36.7700157808605,2.22227431892219,0.102794269499626,0.111960651057259,4.94825374161364,2.3839535283346,-0.0992390871984794,0.256565610199677,0.016476217756318,0.230176425332663,0.0462683116222617,0.211390330369113,-0.0814198461036813,0.244868405576893,0.0138947042754952,0.217389037677716,0.044607963873892,0.198027646870763,0.03,404.856844624695,90,"strict",0.373292342882357
"55",55,55,-0.0526247194310582,-0.0514210201227676,2.62568306679857,0.274923875550675,-0.0147517368181398,-0.0258800318642411,1.33930320747868,0.770250227234944,-0.277792494303192,0.16588343205438,-0.190619100559002,0.103286423632856,-0.152621365799361,0.0708795641820579,-0.190361952590252,0.195065287071162,-0.151681503153918,0.11599048032127,-0.126534709961729,0.0839366842931351,0.04,1203.69480354274,10,"strict",0.361349554767487
"56",56,56,0.19235159151385,0.191617023137478,16.9536916415808,10.0962899115696,0.213977408383554,0.211772026600661,99.7027595109594,14.1082039038019,0.128399208393249,0.258250615313817,0.14535946634196,0.238769545821308,0.154037079012224,0.227865649988507,0.136571631632781,0.294689695524007,0.154870128060396,0.266050624364986,0.166341521937364,0.253087534085886,0.04,1150.21102887697,100,"strict",0.361349554767487
"57",57,57,-0.0616775701383339,-0.0603554881156214,0.302200862087632,0.169786872234574,-0.0278988063493741,-0.0418758113831891,1.24788117650695,0.67540612723928,-0.306506552266141,0.188912580572703,-0.227367516324428,0.10915014073978,-0.176432054822254,0.0798589133201567,-0.215172654395829,0.196130309516737,-0.173273664199224,0.120061066821059,-0.151584186984371,0.0754751213459163,0.04,474.493283917036,20,"strict",0.361349554767487
"58",58,58,-0.075825183100211,-0.0716420937433006,0.408352702599756,0.130459001050169,-0.0407164644010418,-0.051083503999018,0.878566665599722,0.600473129255158,-0.287952437879111,0.147682009554479,-0.222811367559137,0.0743909215233869,-0.182721670974351,0.045228537480265,-0.207648095512313,0.151664305347516,-0.166840296952105,0.0832062838759506,-0.142289307424771,0.0520644689002264,0.04,604.640606469683,30,"strict",0.361349554767487
"59",59,59,-0.101846181481083,-0.0923364942922981,0.224142721809367,0.0407239677797118,-0.048048485932132,-0.0577463836976657,0.775199996839535,0.607515591216581,-0.349844524702536,0.133106197526312,-0.259931599086072,0.0787045944718556,-0.213418291339049,0.0531887649439293,-0.220612838800094,0.138436919622747,-0.185016613600816,0.072233430437648,-0.158388527194152,0.0453696343630455,0.04,956.122968654129,40,"strict",0.361349554767487
"60",60,60,-0.0762319931205173,-0.0640585406534527,0.326006178609257,0.314611645754733,-0.0237678522296479,-0.0287496160160105,0.944519764044323,0.78686002644164,-0.31404444853006,0.131882250646786,-0.227573819584392,0.0872743214877588,-0.18148438870387,0.0671468994443702,-0.177021704660121,0.151237683797459,-0.151235723068061,0.0920089658093444,-0.133488886240592,0.0658202841477918,0.04,1126.98373543245,50,"strict",0.361349554767487
"61",61,61,-0.0673499877445761,-0.0602411267691031,0.528386603940836,0.393438234696981,-0.0218462905313134,-0.0258894522153103,0.935544567083991,0.803048938472397,-0.274031326305384,0.122265910006785,-0.201521465060831,0.084622223680387,-0.165527988481695,0.0638405025780274,-0.170347970536369,0.137079471176031,-0.143029998433954,0.0909500772833086,-0.132864881121791,0.0623921620208397,0.04,1508.13580964644,60,"strict",0.361349554767487
"62",62,62,-0.0163697738231897,0.00410738596413142,0.460316931952383,0.993631994929524,0.0200467924077167,0.0281344577391221,1.80772281917146,1.23230182651942,-0.250658259997309,0.193735935523874,-0.175123364210993,0.132131312924681,-0.129644135941637,0.103860593339347,-0.15350926994295,0.186036719383243,-0.127905223322968,0.134596176011966,-0.0897379731891712,0.123781479595373,0.04,603.104412320177,70,"strict",0.361349554767487
"63",63,63,0.0575003494456343,0.0714359630924514,1.02695093107488,1.75980176379523,0.085749049906379,0.0917367659124226,32.5568708446601,1.97531194014495,-0.152659572099684,0.237995160932497,-0.0623686457388045,0.207768961865746,-0.0144122850042759,0.188547754782,-0.0947684073603278,0.241966150540723,-0.0259149690783828,0.213241526707538,0.0147383138096294,0.19496358208357,0.04,279.39417634976,80,"strict",0.361349554767487
"64",64,64,0.160957241419017,0.164950481546181,8.23554213664276,6.65269897380672,0.169521670800366,0.171973395400485,15.8339294513716,6.39981991249825,0.0723205771986521,0.251580154410609,0.10537588010403,0.224123567046232,0.12027190688072,0.211877174807325,0.0753501886603634,0.267698500743071,0.105138462511876,0.236426734241864,0.118505043570158,0.221194876232989,0.04,602.667275089222,90,"strict",0.361349554767487
"65",65,65,-0.0453541785202224,-0.0437548084914309,0.444293800508612,0.277285101563252,-0.0121838836989435,-0.0223774553575184,5.19394144995167,0.795238257138575,-0.279969624685139,0.173714587370992,-0.188636562456593,0.108360679476375,-0.150198937603307,0.0747021604031769,-0.194220454041053,0.201631691516381,-0.141386401651419,0.128632211107739,-0.120925280478123,0.0873850574688029,0.05,967.539620245557,10,"strict",0.36224772493297
