"","r_squared","dr","model","terminal_branch_ratio"
"103",0.0210474711395364,"0.15","unrestricted",1.08661486480177
"104",0.00628249100252024,"0.16","unrestricted",1.13184734206055
"105",0.0539638233933907,"0.17","unrestricted",1.23724124773443
"106",0.0338682444642172,"0.18","unrestricted",1.0096169290894
"107",0.0482726589541331,"0.19","unrestricted",1.05685837636737
"108",0.161798492010807,"0.20","unrestricted",0.956346883964826
"109",0.085131979727987,"0.21","unrestricted",1.04950463997045
"110",0.121577312455056,"0.22","unrestricted",1.04436020931439
"111",0.00395325185545541,"0.23","unrestricted",1.1877264947856
"112",0.00793518626131023,"0.24","unrestricted",1.06219153291087
"113",0.0166857902795577,"0.25","unrestricted",0.974542030429577
"114",0.120981814313603,"0.26","unrestricted",0.892245009532024
"115",0.00102583913164617,"0.27","unrestricted",1.06584568447786
"116",0.0322588994929513,"0.28","unrestricted",1.19325524096491
"117",0.0396947133218864,"0.29","unrestricted",1.10790960822005
"118",0.00458291056711821,"0.30","unrestricted",1.09306612093379
"119",0.114400187492623,"0.31","unrestricted",1.10964552618227
"120",0.0935102740846497,"0.32","unrestricted",1.01087160364519
"121",0.0373418154264939,"0.33","unrestricted",0.996795405613931
"122",0.0182699098848402,"0.34","unrestricted",0.945829691511084
"123",0.0451140860557391,"0.35","unrestricted",0.922485147595767
"124",0.103568909392792,"0.36","unrestricted",1.18176283596733
"125",0.190899216874814,"0.37","unrestricted",1.19858748369892
"126",0.0100505700661063,"0.38","unrestricted",1.19903045548544
"127",0.0311266799813237,"0.39","unrestricted",0.983145383025504
"128",0.00675472702584042,"0.40","unrestricted",0.917609154282183
"129",0.050232416579171,"0.41","unrestricted",1.01381449932065
"130",0.00170704454744085,"0.42","unrestricted",1.03436499455123
"131",7.50721143351626e-05,"0.43","unrestricted",0.983040518724971
"132",0.000474474560178903,"0.44","unrestricted",1.12947661198636
"133",0.0562851002629343,"0.45","unrestricted",0.988106886326304
"134",0.0563190910191656,"0.46","unrestricted",1.06482885103091
"135",0.0217629656424148,"0.47","unrestricted",0.861186672128909
"136",0.0373480288532041,"0.48","unrestricted",0.89443641809478
"137",0.0530667828555219,"0.49","unrestricted",0.824566215612174
"138",0.0338972869085264,"0.50","unrestricted",0.976064582011987
"139",0.000144652887752082,"0.51","unrestricted",1.02591803134186
"140",0.00398941108859062,"0.52","unrestricted",1.01927932563195
"141",0.00549050338813383,"0.53","unrestricted",0.973669776032161
"142",0.07004284693068,"0.54","unrestricted",0.895595655307832
"143",0.0318723441672145,"0.55","unrestricted",0.932923693133975
"144",0.0312977020514666,"0.56","unrestricted",0.968157275129436
"145",0.0534743614263584,"0.57","unrestricted",1.11541110448356
"146",0.0240497571399667,"0.58","unrestricted",0.847818894115999
"147",0.0429430358226003,"0.59","unrestricted",1.0641160188654
"148",0.00507753614923686,"0.60","unrestricted",1.04383207144309
"149",0.000584295310013067,"0.61","unrestricted",1.12034161490683
"150",0.00162444519791086,"0.62","unrestricted",0.864310042316028
"151",0.0675717448118267,"0.63","unrestricted",0.913762701958338
"152",0.00388139484078509,"0.64","unrestricted",1.00645245156543
"153",0.00115917090749622,"0.65","unrestricted",0.956441372141521
"154",0.0153900912084204,"0.66","unrestricted",0.965681736104271
"155",0.0180892650397631,"0.67","unrestricted",0.961866978761021
"156",0.0363739250195125,"0.68","unrestricted",1.10820975280843
"157",0.0059861849490351,"0.69","unrestricted",1.2406812436904
"158",0.248570222152083,"0.70","unrestricted",1.08525731492065
"159",0.00688667691138574,"0.71","unrestricted",1.14726725604853
"160",0.0158944910972453,"0.72","unrestricted",1.1253328607752
"161",0.0459085682462589,"0.73","unrestricted",0.888676591203076
"162",2.59397461926957e-07,"0.74","unrestricted",1.02562056467264
"163",0.0679456532708492,"0.75","unrestricted",0.893478033902113
"164",0.172686577994502,"0.76","unrestricted",0.983922586387591
"165",0.0723054632866108,"0.77","unrestricted",0.908472307270002
"166",0.00824338324969429,"0.78","unrestricted",0.968651217912465
"167",0.000298334453981667,"0.79","unrestricted",0.92445316086537
"168",0.00507125775196744,"0.80","unrestricted",1.05994392327547
"169",0.0724928492613844,"0.81","unrestricted",1.04917944929933
"170",0.0199977414484361,"0.82","unrestricted",1.36853983554854
"171",0.0203838208195541,"0.83","unrestricted",1.01936277106448
"172",0.0297812913804782,"0.84","unrestricted",0.763041575316035
"173",0.038896313625905,"0.85","unrestricted",0.769555035646124
"174",0.0196691218407275,"0.86","unrestricted",1.12973871681919
"175",0.0208191204030465,"0.87","unrestricted",1.02250020364302
