"","r_squared","dr","model","terminal_branch_ratio"
"1",0.838491800009635,"0.00","boundary_driven",8.59607147508405
"2",0.746542418727437,"0.01","boundary_driven",8.00275997567479
"3",0.806904248601399,"0.02","boundary_driven",6.73790703919485
"4",0.700267312328714,"0.03","boundary_driven",6.9272253784701
"5",0.644936290164944,"0.04","boundary_driven",7.30631638041921
"6",0.552373573208934,"0.05","boundary_driven",5.87521530682119
"7",0.719518652936083,"0.06","boundary_driven",5.90274660122317
"8",0.672592165513705,"0.07","boundary_driven",4.86471381937893
"9",0.649636703412484,"0.08","boundary_driven",5.5300337888231
"10",0.660765435485475,"0.09","boundary_driven",4.95130501867067
"11",0.628728429739752,"0.10","boundary_driven",5.31229456828966
"12",0.639768724850952,"0.11","boundary_driven",5.62754668640295
"13",0.679936507973706,"0.12","boundary_driven",5.15869874007049
"14",0.757372234291992,"0.13","boundary_driven",4.74403814182434
"15",0.650651786658021,"0.14","boundary_driven",4.0103015357154
"16",0.755485947451606,"0.15","boundary_driven",4.85314545738557
"17",0.652654192844263,"0.16","boundary_driven",4.14507470063117
"18",0.685204490044401,"0.17","boundary_driven",3.90417372995277
"19",0.666946028358751,"0.18","boundary_driven",4.19054885445666
"20",0.609959975701509,"0.19","boundary_driven",3.89437367134517
"21",0.688922131915662,"0.20","boundary_driven",3.67870958741099
"22",0.739507524959843,"0.21","boundary_driven",3.80328576410877
"23",0.524963817278239,"0.22","boundary_driven",3.77819439516883
"24",0.592365083024191,"0.23","boundary_driven",3.45909142498161
"25",0.645974594010507,"0.24","boundary_driven",3.28228744093648
"26",0.651351742570728,"0.25","boundary_driven",3.2922141944696
"27",0.640148566934649,"0.26","boundary_driven",2.91011431017086
"28",0.471198926123896,"0.27","boundary_driven",3.59833103377718
"29",0.497778246659831,"0.28","boundary_driven",3.03847435705738
"30",0.585961147123483,"0.29","boundary_driven",2.76090501637707
"31",0.596369840386342,"0.30","boundary_driven",3.18757280768013
"32",0.552340244023081,"0.31","boundary_driven",2.51325907936429
"33",0.512523718325333,"0.32","boundary_driven",2.35597940845301
"34",0.463095867420369,"0.33","boundary_driven",3.38752368730399
"35",0.467252335741857,"0.34","boundary_driven",2.2625788119134
"36",0.384705975048297,"0.35","boundary_driven",3.02149712234034
"37",0.440427823167871,"0.36","boundary_driven",2.3878891435339
"38",0.361831397747042,"0.37","boundary_driven",2.55637652677154
"39",0.486825459157918,"0.38","boundary_driven",2.83851107214135
"40",0.470415111976877,"0.39","boundary_driven",2.65263908975056
"41",0.420179425875882,"0.40","boundary_driven",2.56153231321361
"42",0.282479870030966,"0.41","boundary_driven",2.55466803232236
"43",0.482673674305159,"0.42","boundary_driven",2.34146353328836
"44",0.541152644648629,"0.43","boundary_driven",2.55863967440643
"45",0.469238215758801,"0.44","boundary_driven",2.34461260343888
"46",0.496590672560955,"0.45","boundary_driven",1.8631803086198
"47",0.255437317459571,"0.46","boundary_driven",2.46613268892617
"48",0.282020313893862,"0.47","boundary_driven",2.07825623521011
"49",0.435453258944179,"0.48","boundary_driven",2.03624558769337
"50",0.447072710575424,"0.49","boundary_driven",2.0190928467491
"51",0.423525261201363,"0.50","boundary_driven",2.17670097252384
"52",0.444004343978161,"0.51","boundary_driven",1.79006244264468
"53",0.356255570366232,"0.52","boundary_driven",1.84982299229308
"54",0.298623621433426,"0.53","boundary_driven",1.86535535090505
"55",0.398340088142804,"0.54","boundary_driven",1.57803314157665
"56",0.230654619133106,"0.55","boundary_driven",2.30112730193423
"57",0.416569535090513,"0.56","boundary_driven",1.70157299316824
"58",0.261235213738661,"0.57","boundary_driven",1.78294877059699
"59",0.274284648355132,"0.58","boundary_driven",1.73052799728038
"60",0.289160309945386,"0.59","boundary_driven",1.57495397084449
"61",0.416157294656531,"0.60","boundary_driven",1.798840474703
"62",0.306433009469794,"0.61","boundary_driven",1.33647162559798
"63",0.149284288330474,"0.62","boundary_driven",1.50964838679583
"64",0.323057597961371,"0.63","boundary_driven",1.72726552328204
"65",0.408904147357735,"0.64","boundary_driven",1.45995362003847
"66",0.216455307355427,"0.65","boundary_driven",1.73395182020768
"67",0.290728840726682,"0.66","boundary_driven",1.3431476728796
"68",0.307650440471648,"0.67","boundary_driven",1.34022980783464
"69",0.149955655556766,"0.68","boundary_driven",1.37616229437613
"70",0.000479820031706426,"0.69","boundary_driven",1.42709950300866
"71",0.0727810985119935,"0.70","boundary_driven",1.17380204148881
"72",0.125430718284721,"0.71","boundary_driven",1.41877732858656
"73",0.246984793620629,"0.72","boundary_driven",1.30842251223862
"74",0.255532965295854,"0.73","boundary_driven",1.56186586254775
"75",0.170434077772528,"0.74","boundary_driven",1.1852577105178
"76",0.14205343450463,"0.75","boundary_driven",1.14591148611079
"77",0.180920021470854,"0.76","boundary_driven",1.4443680692332
"78",0.0176226109077764,"0.77","boundary_driven",1.27433080176416
"79",0.183770320664205,"0.78","boundary_driven",1.45209981740718
"80",0.0345120278732826,"0.79","boundary_driven",1.0586158331698
"81",0.173519835680356,"0.80","boundary_driven",1.06516077220077
"82",0.20133310080809,"0.81","boundary_driven",1.52482530315151
"83",0.107128048814388,"0.82","boundary_driven",1.21069886232995
"84",0.127752631274539,"0.83","boundary_driven",1.11324686192095
"85",0.0472977850831625,"0.84","boundary_driven",1.38004563648995
"86",0.0558422234306019,"0.85","boundary_driven",1.11478619725443
"87",0.0699788665771992,"0.86","boundary_driven",1.04594615354795
"88",0.0873162472516793,"0.00","unrestricted",1.0433096107707
"89",0.0326626022459282,"0.01","unrestricted",1.06238156549023
"90",0.120218539584318,"0.02","unrestricted",1.03661824730732
"91",0.00602272117225231,"0.03","unrestricted",1.1630356222002
"92",0.0152533334145215,"0.04","unrestricted",1.0292844250697
"93",0.0702086473427131,"0.05","unrestricted",0.888312498341237
"94",0.00437202297215379,"0.06","unrestricted",1.15906846748485
"95",0.130652796811092,"0.07","unrestricted",1.07031234021978
"96",0.0284263236013442,"0.08","unrestricted",0.990534388235199
"97",0.0892221446433899,"0.09","unrestricted",1.06980343641072
"98",0.00157162136085425,"0.10","unrestricted",0.978086196910264
"99",0.187649500817081,"0.11","unrestricted",0.987072013762018
"100",0.00154888832540684,"0.12","unrestricted",0.958048981469824
"101",0.0964730391118675,"0.13","unrestricted",1.14667900627999
"102",0.058885228536944,"0.14","unrestricted",1.15809063951456
