Punch,X,Y,Slice,dist_to_boundary,edge
T2Q21,12.71898217,31.92994482,T2Q,6.199753565435988,FALSE
T2Q22,12.85147157,33.38732819,T2Q,5.260248611225272,FALSE
T2Q23,13.24893976,35.24217976,T2Q,3.4751837290238887,FALSE
T2Q24,14.04387614,37.75947831,T2Q,0.8491547295929953,TRUE
T2Q25,11.52657759,25.57045374,T2Q,1.4245275019357948,TRUE
T2Q26,10.99662,27.95526289,T2Q,3.7467282640408146,FALSE
T2Q27,10.99662,29.67762506,T2Q,5.441407111049076,FALSE
T2Q28,10.7316412,31.66496602,T2Q,6.72684970596618,FALSE
T2Q29,10.99662,33.91728578,T2Q,5.165272992251103,FALSE
T2Q30,10.99662,35.50715855,T2Q,3.585537039733946,FALSE
T2Q31,11.65906699,38.15694651,T2Q,1.019682774520649,TRUE
T2Q32,9.009279036,25.30547494,T2Q,0.6579809529962466,TRUE
T2Q33,8.876789639,28.48522048,T2Q,3.3820304403807917,FALSE
T2Q34,9.009279036,29.81011446,T2Q,4.398052343404416,FALSE
T2Q35,9.141768434,31.26749783,T2Q,5.111440757461542,FALSE
T2Q36,9.274257831,33.2548388,T2Q,4.755797363256043,FALSE
T2Q37,9.406747229,34.71222217,T2Q,3.78014470107112,FALSE
T2Q38,8.876789639,38.02445711,T2Q,0.5936290229254478,TRUE
T2Q39,7.15442747,26.49787952,T2Q,0.7724035315471297,TRUE
T2Q40,7.551895663,29.01517807,T2Q,2.7414510281977322,FALSE
T2Q41,7.551895663,30.47256145,T2Q,3.389916986728559,FALSE
T2Q42,7.551895663,31.53247663,T2Q,3.587524363107803,FALSE
T2Q43,7.419406265,32.98986,T2Q,3.2028560848212515,FALSE
T2Q44,7.551895663,34.57973277,T2Q,2.598723047248273,FALSE
T2Q46,5.697044096,28.35273108,T2Q,0.891141703910375,TRUE
T2Q47,5.962022892,30.47256145,T2Q,1.8375682231332773,FALSE
T2Q48,5.564554699,33.1223494,T2Q,1.3796499788890761,TRUE
T2R01,36.30209494,28.75019928,T2R,0.8193954365945363,TRUE
T2R03,35.77213735,31.66496602,T2R,2.030313644029181,FALSE
T2R09,34.31475398,33.1223494,T2R,3.2446182296428736,FALSE
T2R11,34.84471157,36.56707374,T2R,0.8108978103918454,TRUE
T2R12,34.31475398,27.02783711,T2R,1.2686388301502223,TRUE
T2R13,33.38732819,28.88268868,T2R,3.22032246494591,FALSE
T2R14,33.78479639,30.60505084,T2R,3.8035512278789994,FALSE
T2R15,33.1223494,32.32741301,T2R,4.6005165659504215,FALSE
T2R18,33.2548388,34.57973277,T2R,3.320854147953005,FALSE
T2R19,32.32741301,25.96792193,T2R,1.2961349396626833,TRUE
T2R20,31.00251904,28.88268868,T2R,4.463109222240204,FALSE
T2R21,31.13500843,30.87002964,T2R,6.220026547343368,FALSE
T2R22,31.26749783,32.98986,T2R,5.851750865235298,FALSE
T2R25,31.39998723,35.37466916,T2R,3.690175242798425,FALSE
T2R27,29.81011446,25.04049614,T2R,0.7145948553182963,TRUE
T2R28,29.28015687,28.48522048,T2R,3.965839421115495,FALSE
T2R29,29.67762506,30.73754024,T2R,6.184501976764716,FALSE
T2R30,29.67762506,32.32741301,T2R,6.561385857557662,FALSE
T2R33,28.08775229,38.02445711,T2R,0.8128042256623224,TRUE
T2R35,27.95526289,29.01517807,T2R,3.775859812011565,FALSE
T2R37,27.82277349,30.87002964,T2R,4.746210816504534,FALSE
T2R39,28.35273108,33.78479639,T2R,4.596843842416909,FALSE
T2R40,26.76285831,27.6902841,T2R,2.004995961367842,FALSE
T2R41,26.23290072,29.54513566,T2R,2.736845653804648,FALSE
T2R42,26.23290072,31.26749783,T2R,3.2766923257666,FALSE
T2R43,26.23290072,32.98986,T2R,3.145526436814457,FALSE
T2R44,26.23290072,34.18226458,T2R,2.671380508909879,FALSE
T2R46,24.77551735,27.95526289,T2R,0.6807205193596303,TRUE
T2R48,31.53247663,38.02445711,T2R,1.084664347895317,TRUE
T2Z1,10.46666241,46.10631036,T2Z,1.140360512594686,TRUE
T2Z6,12.71898217,51.27339687,T2Z,4.995682139205435,TRUE
T2Z9,6.756959277,51.67086506,T2Z,1.5816016009288256,TRUE
T2Z14,8.081853253,48.22614072,T2Z,1.7983201220149394,TRUE
T2Z11,11.52657759,56.17550458,T2Z,1.2162512808725319,TRUE
T2Z13,12.58649277,46.63626795,T2Z,1.6364556591626125,TRUE
T2Z17,9.141768434,50.08099229,T2Z,3.733618324616306,TRUE
T2Z22,15.76623831,51.93584386,T2Z,1.880780993479695,TRUE
T2Z23,13.51391855,53.12824843,T2Z,3.262152424691955,TRUE
T2Z24,14.97130193,55.64554699,T2Z,0.38907853208487186,TRUE
T2AB01,30.60505084,46.23879976,T2AB,1.1352028348314491,TRUE
T2AB02,28.48522048,46.90124675,T2AB,1.356276069763861,TRUE
T2AB03,27.02783711,49.81601349,T2AB,2.418918917026443,TRUE
T2AB05,30.07509325,49.4185453,T2AB,4.23733541284838,TRUE
T2AB06,28.48522048,50.34597109,T2AB,3.9580885265728645,TRUE
T2AB07,27.16032651,51.67086506,T2AB,2.7997821041430417,TRUE
T2AB08,26.10041133,52.59829084,T2AB,1.5772754235358164,TRUE
T2AB10,33.38732819,48.62360892,T2AB,2.037179212464847,TRUE
T2AB11,30.87002964,50.34597109,T2AB,5.029933110405596,TRUE
T2AB12,29.81011446,51.80335446,T2AB,5.159611292860838,TRUE
T2AB13,27.95526289,53.12824843,T2AB,2.90787103973296,TRUE
T2AB15,34.44724337,50.61094988,T2AB,1.86402545007562,TRUE
T2AB16,32.32741301,51.53837566,T2AB,4.0016549468935585,TRUE
T2AB17,30.60505084,52.99575904,T2AB,4.167108495186019,TRUE
T2AB18,29.54513566,54.32065301,T2AB,2.7599028946808355,TRUE
T2AB20,34.31475398,52.99575904,T2AB,1.6450896835743913,TRUE
T2AB21,32.19492361,55.77803639,T2AB,1.0502072634607444,TRUE
