X,Y,Slice,z
4.529325043,10.60907289,T2F,4.6000000000000005
4.564166005,10.24324279,T2F,4.6000000000000005
4.66868889,9.70320788,T2F,4.6000000000000005
4.808052738,9.198013933,T2F,4.6000000000000005
4.982257547,8.710240467,T2F,4.6000000000000005
5.191303318,8.222467001,T2F,4.6000000000000005
5.435190051,7.778244737,T2F,4.6000000000000005
5.713917746,7.334022473,T2F,4.6000000000000005
6.027486403,6.919415027,T2F,4.6000000000000005
6.410736983,6.480418907,T2F,4.6000000000000005
6.828828526,6.073941019,T2F,4.6000000000000005
7.246920068,5.737145054,T2F,4.6000000000000005
7.665011611,5.435190051,T2F,4.6000000000000005
8.083103153,5.191303318,T2F,4.6000000000000005
8.501194696,4.982257547,T2F,4.6000000000000005
8.919286238,4.790632257,T2F,4.6000000000000005
9.33737778,4.645461582,T2F,4.6000000000000005
9.755469323,4.523518216,T2F,4.6000000000000005
10.17356087,4.436415811,T2F,4.6000000000000005
10.59165241,4.355120233,T2F,4.6000000000000005
11.01671214,4.313311079,T2F,4.6000000000000005
11.42783549,4.28543831,T2F,4.6000000000000005
11.84592703,4.308665618,T2F,4.6000000000000005
12.26401858,4.355120233,T2F,4.6000000000000005
12.68211012,4.413188503,T2F,4.6000000000000005
13.10020166,4.506097735,T2F,4.6000000000000005
13.5182932,4.616427447,T2F,4.6000000000000005
13.93638475,4.755791295,T2F,4.6000000000000005
14.35447629,4.924189277,T2F,4.6000000000000005
14.77256783,5.127428221,T2F,4.6000000000000005
15.19065937,5.377121781,T2F,4.6000000000000005
15.60875092,5.661656303,T2F,4.6000000000000005
16.02684246,5.998452268,T2F,4.6000000000000005
16.444934,6.375896022,T2F,4.6000000000000005
16.82818458,6.807923949,T2F,4.6000000000000005
17.14175324,7.203368866,T2F,4.6000000000000005
17.42048093,7.621460408,T2F,4.6000000000000005
17.66436767,8.048262191,T2F,4.6000000000000005
17.87341344,8.489581042,T2F,4.6000000000000005
18.04761825,8.919286238,T2F,4.6000000000000005
18.18698209,9.354798261,T2F,4.6000000000000005
18.32634594,9.929674132,T2F,4.6000000000000005
18.43086883,10.59165241,T2F,4.6000000000000005
18.43086883,11.00974395,T2F,4.6000000000000005
18.43086883,11.42783549,T2F,4.6000000000000005
18.43086883,12.00271136,T2F,4.6000000000000005
18.32634594,12.64726916,T2F,4.6000000000000005
18.18698209,13.22214503,T2F,4.6000000000000005
18.04761825,13.65765705,T2F,4.6000000000000005
17.87341344,14.0989759,T2F,4.6000000000000005
17.6295267,14.59836302,T2F,4.6000000000000005
17.35079901,15.06871601,T2F,4.6000000000000005
17.07207131,15.47809731,T2F,4.6000000000000005
16.75850266,15.85960584,T2F,4.6000000000000005
16.37525208,16.27072919,T2F,4.6000000000000005
15.95716053,16.64817295,T2F,4.6000000000000005
15.53906899,16.97335526,T2F,4.6000000000000005
15.12097745,17.25208295,T2F,4.6000000000000005
14.70288591,17.49016286,T2F,4.6000000000000005
14.28479437,17.68759497,T2F,4.6000000000000005
13.86670282,17.85599296,T2F,4.6000000000000005
13.44861128,17.98374315,T2F,4.6000000000000005
13.03051974,18.09987969,T2F,4.6000000000000005
12.6124282,18.18117527,T2F,4.6000000000000005
12.19433665,18.22762988,T2F,4.6000000000000005
11.77624511,18.28569815,T2F,4.6000000000000005
11.35815357,18.29150498,T2F,4.6000000000000005
10.94006203,18.24505036,T2F,4.6000000000000005
10.52197048,18.21601623,T2F,4.6000000000000005
10.10387894,18.14052748,T2F,4.6000000000000005
9.685787399,18.04761825,T2F,4.6000000000000005
9.267695857,17.93148171,T2F,4.6000000000000005
8.849604314,17.7572769,T2F,4.6000000000000005
8.431512772,17.58887892,T2F,4.6000000000000005
8.013421229,17.35660584,T2F,4.6000000000000005
7.595329687,17.10110545,T2F,4.6000000000000005
7.177238145,16.79915045,T2F,4.6000000000000005
6.759146602,16.444934,T2F,4.6000000000000005
6.34105506,16.02684246,T2F,4.6000000000000005
5.992645441,15.61746116,T2F,4.6000000000000005
5.713917746,15.24292082,T2F,4.6000000000000005
5.435190051,14.80740879,T2F,4.6000000000000005
5.191303318,14.35447629,T2F,4.6000000000000005
4.982257547,13.86670282,T2F,4.6000000000000005
4.808052738,13.37892936,T2F,4.6000000000000005
4.66868889,12.87373541,T2F,4.6000000000000005
4.564166005,12.38596194,T2F,4.6000000000000005
4.494484081,11.74140415,T2F,4.6000000000000005
4.494484081,11.1491078,T2F,4.6000000000000005
22.7511481,11.21878972,T2M,3.2
22.82083002,11.67172223,T2M,3.2
22.82083002,12.05497281,T2M,3.2
22.92535291,12.64726916,T2M,3.2
23.06471676,13.22214503,T2M,3.2
23.2040806,13.65765705,T2M,3.2
23.37828541,14.11058956,T2M,3.2
23.58733118,14.56352206,T2M,3.2
23.83121792,15.00774432,T2M,3.2
24.10994561,15.42583587,T2M,3.2
24.42351427,15.85263765,T2M,3.2
24.77192389,16.263761,T2M,3.2
25.15517447,16.64817295,T2M,3.2
25.57326601,16.99077574,T2M,3.2
25.99135755,17.31015122,T2M,3.2
26.4094491,17.57145843,T2M,3.2
26.82754064,17.80373151,T2M,3.2
27.24563218,18.00697046,T2M,3.2
27.66372372,18.16375479,T2M,3.2
28.08181526,18.30311863,T2M,3.2
28.49990681,18.40764152,T2M,3.2
28.91799835,18.49474392,T2M,3.2
29.33608989,18.56442585,T2M,3.2
29.75418143,18.59345998,T2M,3.2
30.17227298,18.63410777,T2M,3.2
30.59036452,18.61088046,T2M,3.2
31.00845606,18.57023268,T2M,3.2
31.4265476,18.50635758,T2M,3.2
31.80979818,18.44480521,T2M,3.2
32.26273069,18.32634594,T2M,3.2
32.68082223,18.18698209,T2M,3.2
