X,Y,Slice,z
33.09891377,18.02439094,T2M,3.2
33.51700532,17.83857248,T2M,3.2
33.93509686,17.61791305,T2M,3.2
34.3531884,17.34499218,T2M,3.2
34.77127994,17.04303718,T2M,3.2
35.18937149,16.67720708,T2M,3.2
35.57262207,16.30557015,T2M,3.2
35.99071361,15.83173307,T2M,3.2
36.30428227,15.40841539,T2M,3.2
36.58300996,14.9816136,T2M,3.2
36.82689669,14.56352206,T2M,3.2
37.03594246,14.08736225,T2M,3.2
37.21014727,13.65765705,T2M,3.2
37.34951112,13.22214503,T2M,3.2
37.48887497,12.59500771,T2M,3.2
37.59339785,12.03755232,T2M,3.2
37.59339785,11.49751742,T2M,3.2
37.59339785,10.76585722,T2M,3.2
37.59339785,10.38260664,T2M,3.2
37.48887497,9.790310285,T2M,3.2
37.34951112,9.198013933,T2M,3.2
37.21014727,8.745081429,T2M,3.2
37.03594246,8.303762578,T2M,3.2
36.82689669,7.874057382,T2M,3.2
36.58300996,7.403704397,T2M,3.2
36.30428227,6.968192373,T2M,3.2
36.02555457,6.584941793,T2M,3.2
35.71198591,6.222595789,T2M,3.2
35.32873533,5.830054286,T2M,3.2
34.91064379,5.464224186,T2M,3.2
34.49255225,5.139041875,T2M,3.2
34.07446071,4.866121007,T2M,3.2
33.65636916,4.633847928,T2M,3.2
33.23827762,4.424802157,T2M,3.2
32.82018608,4.250597348,T2M,3.2
32.40209454,4.1112335,T2M,3.2
31.98400299,3.983483307,T2M,3.2
31.56591145,3.902187729,T2M,3.2
31.14781991,3.838312632,T2M,3.2
30.72972837,3.797664843,T2M,3.2
30.31163682,3.797664843,T2M,3.2
29.89354528,3.797664843,T2M,3.2
29.47545374,3.797664843,T2M,3.2
29.0573622,3.867346767,T2M,3.2
28.63927065,3.942835518,T2M,3.2
28.22117911,4.041551577,T2M,3.2
27.80308757,4.175108597,T2M,3.2
27.38499603,4.331892925,T2M,3.2
26.96690448,4.523518216,T2M,3.2
26.54881294,4.738370814,T2M,3.2
26.1307214,4.988064374,T2M,3.2
25.69172528,5.295826204,T2M,3.2
25.23219955,5.605488923,T2M,3.2
24.77559547,6.105644211,T2M,3.2
24.37836163,6.589980452,T2M,3.2
23.90089984,7.27305079,T2M,3.2
23.62217215,7.752114015,T2M,3.2
23.37828541,8.28053527,T2M,3.2
23.2040806,8.710240467,T2M,3.2
23.06471676,9.14575249,T2M,3.2
22.92535291,9.755469323,T2M,3.2
22.82083002,10.31292471,T2M,3.2
22.82083002,10.73101625,T2M,3.2
3.975306878,31.25257715,T2Q,2.4000000000000004
4.149511687,30.17013773,T2Q,2.4000000000000004
4.459643119,29.08349292,T2Q,2.4000000000000004
4.808052738,28.29086104,T2Q,2.4000000000000004
5.260985242,27.50942803,T2Q,2.4000000000000004
5.818440632,26.7772148,T2Q,2.4000000000000004
6.515259869,26.06420684,T2Q,2.4000000000000004
7.28176103,25.47507784,T2Q,2.4000000000000004
8.048262191,25.0094759,T2Q,2.4000000000000004
8.814763352,24.67690308,T2Q,2.4000000000000004
9.581264513,24.42351427,T2Q,2.4000000000000004
10.34776567,24.26514626,T2Q,2.4000000000000004
11.11426684,24.19546434,T2Q,2.4000000000000004
11.91173774,24.19898363,T2Q,2.4000000000000004
12.61939639,24.27021404,T2Q,2.4000000000000004
13.41377032,24.43935107,T2Q,2.4000000000000004
14.04090763,24.63256004,T2Q,2.4000000000000004
15.08613649,25.11399879,T2Q,2.4000000000000004
15.85263765,25.60493961,T2Q,2.4000000000000004
16.61913881,26.24157901,T2Q,2.4000000000000004
17.28111709,26.95383912,T2Q,2.4000000000000004
17.80373151,27.6935874,T2Q,2.4000000000000004
18.22182306,28.43719308,T2Q,2.4000000000000004
18.53539171,29.20543628,T2Q,2.4000000000000004
18.77927845,30.06775009,T2Q,2.4000000000000004
18.91864229,31.00845606,T2Q,2.4000000000000004
18.98488699,31.90010346,T2Q,2.4000000000000004
18.81411941,33.06407281,T2Q,2.4000000000000004
18.60507364,33.89154566,T2Q,2.4000000000000004
18.29150498,34.7155344,T2Q,2.4000000000000004
17.87341344,35.51787198,T2Q,2.4000000000000004
17.31595805,36.31589592,T2Q,2.4000000000000004
16.61913881,37.06128135,T2Q,2.4000000000000004
15.85263765,37.70742282,T2Q,2.4000000000000004
15.08613649,38.19202893,T2Q,2.4000000000000004
14.31963533,38.56261007,T2Q,2.4000000000000004
13.55313417,38.82866832,T2Q,2.4000000000000004
12.78663301,39.00287313,T2Q,2.4000000000000004
12.02013184,39.11056338,T2Q,2.4000000000000004
11.25363068,39.12640018,T2Q,2.4000000000000004
10.51500229,39.06020235,T2Q,2.4000000000000004
9.70071924,38.91735441,T2Q,2.4000000000000004
8.675399505,38.58288117,T2Q,2.4000000000000004
8.117944115,38.33772749,T2Q,2.4000000000000004
7.351442954,37.88479499,T2Q,2.4000000000000004
6.584941793,37.295666,T2Q,2.4000000000000004
5.853281594,36.56558948,T2Q,2.4000000000000004
5.260985242,35.80655424,T2Q,2.4000000000000004
4.808052738,35.03839398,T2Q,2.4000000000000004
4.459643119,34.21382455,T2Q,2.4000000000000004
4.215756386,33.41248243,T2Q,2.4000000000000004
4.041551577,32.36725357,T2Q,2.4000000000000004
22.89051195,31.77495722,T2R,2.2
22.99503483,30.76456933,T2R,2.2
23.16923964,29.84709067,T2R,2.2
23.44796734,29.02948943,T2R,2.2
23.83121792,28.23279277,T2R,2.2
24.31899138,27.45032283,T2R,2.2
24.9461287,26.69166089,T2R,2.2
25.6708207,26.00877803,T2R,2.2
26.44429006,25.46557576,T2R,2.2
27.21079122,25.04431686,T2R,2.2
27.98426057,24.73708293,T2R,2.2
28.74379354,24.52486979,T2R,2.2
29.5102947,24.39184067,T2R,2.2
30.27679586,24.35383234,T2R,2.2
31.04329702,24.37917123,T2R,2.2
31.80979818,24.49319619,T2R,2.2
32.57629935,24.69590724,T2R,2.2
33.342800509999996,24.98096966,T2R,2.2
34.10930167,25.37688968,T2R,2.2
34.87580283,25.89000203,T2R,2.2
35.64230399,26.5836539,T2R,2.2
36.30428227,27.34579995,T2R,2.2
36.79205573,28.09342892,T2R,2.2
37.17530631,28.869221,T2R,2.2
37.45403401,29.60320393,T2R,2.2
37.62823882,30.29421634,T2R,2.2
37.7327617,30.93877414,T2R,2.2
37.80244363,31.67043434,T2R,2.2
37.76760266,32.38467406,T2R,2.2
37.62823882,33.2556981,T2R,2.2
37.41919304,34.06575047,T2R,2.2
37.10562439,34.88973921,T2R,2.2
36.68753285,35.65723583,T2R,2.2
36.13007746,36.43977489,T2R,2.2
35.53280382,36.99612422,T2R,2.2
35.01516668,37.55222217,T2R,2.2
34.24866552,38.10334284,T2R,2.2
33.48216435,38.51826702,T2R,2.2
32.71566319,38.8223336,T2R,2.2
31.86554372,39.05671825,T2R,2.2
31.11297895,39.17074322,T2R,2.2
30.34647779,39.1960821,T2R,2.2
29.57997662,39.17074322,T2R,2.2
28.82741185,39.05671825,T2R,2.2
28.01213334,38.8337361,T2R,2.2
27.28047314,38.54994063,T2R,2.2
26.51397198,38.14451852,T2R,2.2
25.74747082,37.60923466,T2R,2.2
24.98096966,36.90924806,T2R,2.2
24.31899138,36.12136722,T2R,2.2
23.83121792,35.351962640000004,T2R,2.2
23.44796734,34.52739321,T2R,2.2
23.16923964,33.70282378,T2R,2.2
22.99503483,32.78534512,T2R,2.2
5.214530626,51.31172713,T2Z,0.6000000000000001
5.330667166,52.35435203,T2Z,0.6000000000000001
5.574553899,53.25441021,T2Z,0.6000000000000001
5.922963517,54.05575234,T2Z,0.6000000000000001
6.410736983,54.82660862,T2Z,0.6000000000000001
7.072715259,55.59033834,T2Z,0.6000000000000001
7.83921642,56.23964717,T2Z,0.6000000000000001
8.605717581,56.70524912,T2Z,0.6000000000000001
9.372218742,57.03465458,T2Z,0.6000000000000001
10.15962448,57.25763673,T2Z,0.6000000000000001
10.92612564,57.36912781,T2Z,0.6000000000000001
11.67172223,57.38306419,T2Z,0.6000000000000001
12.45912796,57.31338227,T2Z,0.6000000000000001
13.22562912,57.13917746,T2Z,0.6000000000000001
13.97122571,56.86995185,T2Z,0.6000000000000001
14.66804495,56.51591137,T2Z,0.6000000000000001
15.29518226,55.86114763,T2Z,0.6000000000000001
16.02684246,55.41454985,T2Z,0.6000000000000001
16.65397977,54.63498333,T2Z,0.6000000000000001
17.10691228,53.85715885,T2Z,0.6000000000000001
17.42048093,53.07149516,T2Z,0.6000000000000001
17.6295267,52.19176088,T2Z,0.6000000000000001
17.73404959,51.5297826,T2Z,0.6000000000000001
17.69920863,50.57165615,T2Z,0.6000000000000001
17.52500382,49.56707508,T2Z,0.6000000000000001
17.28111709,48.81218758,T2Z,0.6000000000000001
16.93270747,48.09794786,T2Z,0.6000000000000001
16.444934,47.34451206,T2Z,0.6000000000000001
15.78295573,46.60137018,T2Z,0.6000000000000001
15.01645456,45.98373494,T2Z,0.6000000000000001
14.2499534,45.52763508,T2Z,0.6000000000000001
13.48345224,45.21406642,T2Z,0.6000000000000001
12.71695108,45.00502065,T2Z,0.6000000000000001
11.9713545,44.90303165,T2Z,0.6000000000000001
11.18394876,44.88466096,T2Z,0.6000000000000001
10.4174476,44.96701233,T2Z,0.6000000000000001
9.650946437,45.1443845,T2Z,0.6000000000000001
8.884445276,45.43261427,T2Z,0.6000000000000001
8.117944115,45.84753846,T2Z,0.6000000000000001
7.351442954,46.41449593,T2Z,0.6000000000000001
6.654623717,47.13207897,T2Z,0.6000000000000001
5.964678929,48.11501122,T2Z,0.6000000000000001
5.546587387,49.07372915,T2Z,0.6000000000000001
5.334104391,50.10864633,T2Z,0.6000000000000001
24.31081495,50.63766649,T2AB,0.2
24.36070679,51.64071122,T2AB,0.2
24.53834883,52.81682804,T2AB,0.2
24.95300315,53.85121141,T2AB,0.2
25.57326601,54.79612278,T2AB,0.2
26.23524429,55.52382378,T2AB,0.2
27.00174545,56.14779373,T2AB,0.2
27.76824661,56.59122415,T2AB,0.2
28.53474777,56.88895601,T2AB,0.2
29.26640797,57.07646373,T2AB,0.2
30.13743201,57.17401842,T2AB,0.2
30.88999679,57.15311385,T2AB,0.2
31.67043434,57.02831986,T2AB,0.2
32.41603092,56.80470423,T2AB,0.2
33.20343666,56.4518603,T2AB,0.2
33.96993782,55.95458476,T2AB,0.2
34.70159802,55.31002696,T2AB,0.2
35.29389437,54.58583268,T2AB,0.2
35.71198591,53.86412705,T2AB,0.2
36.02555457,53.13246685,T2AB,0.2
36.2694413,52.22660184,T2AB,0.2
36.33912323,51.5297826,T2AB,0.2
36.30428227,50.44971278,T2AB,0.2
36.13007746,49.54384777,T2AB,0.2
35.85134976,48.77037842,T2AB,0.2
35.43325822,47.98595905,T2AB,0.2
34.87580283,47.23273064,T2AB,0.2
34.17898359,46.55385977,T2AB,0.2
33.41248243,46.00590647,T2AB,0.2
32.64598127,45.61948852,T2AB,0.2
31.87948011,45.37243443,T2AB,0.2
31.11297895,45.2235685,T2AB,0.2
30.0682188,45.12592007,T2AB,0.2
28.93293019,45.33804595,T2AB,0.2
28.18633815,45.57831284,T2AB,0.2
27.41983699,45.94572662,T2AB,0.2
26.65333583,46.44616953,T2AB,0.2
25.92167563,47.12588502,T2AB,0.2
25.32937928,47.88143617,T2AB,0.2
24.91128773,48.64495096,T2AB,0.2
24.53147438,49.55783103,T2AB,0.2
