Punch,X,Y,Slice,dist_to_boundary,edge
T1F2,10.56233269,22.53297641,T1F,1.7646086582526226,TRUE
T1F4,14.64643466,21.54715869,T1F,3.685902691229643,FALSE
T1F9,14.22394136,9.576514973,T1F,4.782040313329312,FALSE
T1F11,19.29386105,10.984826,T1F,3.7893774156777336,FALSE
T1F14,18.16721223,9.435683871,T1F,3.3593458102622,FALSE
T1F23,13.37895474,6.900724025,T1F,2.016394524097619,FALSE
T1F24,7.74571064,10.56233269,T1F,1.9916525508874483,TRUE
T1F25,5.633244102,12.11147482,T1F,0.8211793856905135,TRUE
T1F27,7.323217332,15.91391459,T1F,2.8306701269231356,FALSE
T1F28,7.323217332,19.15302995,T1F,1.8946887031189488,TRUE
T1F29,8.590697255,21.12466538,T1F,1.6057216272143497,TRUE
T1F30,8.87235946,13.23812364,T1F,4.236652747277978,FALSE
T1F31,9.294852768,17.74471892,T1F,4.276259379601979,FALSE
T1F32,10.42150159,20.70217207,T1F,3.149079195201105,FALSE
T1F33,11.1256571,10.984826,T1F,4.817164866469943,FALSE
T1F34,11.40731931,16.05474569,T1F,6.866148156566924,FALSE
T1F35,12.11147482,19.15302995,T1F,5.353434618312351,FALSE
T1F36,12.81563033,22.53297641,T1F,2.534959839999999,FALSE
T1F37,9.435683871,7.74571064,T1F,1.3870255030495777,TRUE
T1F38,13.94227915,12.67479923,T1F,7.693039965739237,FALSE
T1F39,13.80144805,15.20975908,T1F,9.333182220806377,FALSE
T1F40,14.50560356,17.88555002,T1F,7.241512836897131,FALSE
T1F41,16.05474569,9.435683871,T1F,4.276259379601979,FALSE
T1F42,16.6180701,14.36477246,T1F,7.75083008226972,FALSE
T1F43,16.6180701,17.32222561,T1F,6.996344034574477,FALSE
T1F44,16.3364079,20.13884766,T1F,4.723618784528206,FALSE
T1F45,20.56134097,12.25230592,T1F,3.2967715904155597,FALSE
T1F46,21.26549648,16.19557679,T1F,3.217613178513973,FALSE
T1F47,20.98383428,18.44887443,T1F,2.7344453904531543,FALSE
T1F48,18.30804333,20.42050987,T1F,3.5987789388222353,FALSE
T1H01,30.56034925,19.99801656,T1H,2.5967972171403617,FALSE
T1H02,32.53198469,19.57552325,T1H,4.3816356205790905,FALSE
T1H06,30.98284256,21.68798979,T1H,1.8308043315384626,TRUE
T1H07,33.94029571,21.969652,T1H,3.0335947877318077,FALSE
T1H10,36.61608666,21.40632759,T1H,3.2145296874484046,FALSE
T1H11,29.71536264,17.88555002,T1H,2.7668921562736,FALSE
T1H12,36.19359335,18.02638113,T1H,5.991531772949466,FALSE
T1H13,31.82782918,6.759892922,T1H,1.1266488199999998,TRUE
T1H14,29.85619374,8.449866153,T1H,0.9958262743830636,TRUE
T1H15,28.02538941,11.1256571,T1H,0.8566421579085602,TRUE
T1H22,35.34860674,6.61906182,T1H,1.695831041178274,TRUE
T1H28,31.54616697,13.09729254,T1H,4.7236187764783635,FALSE
T1H29,30.13785595,14.78726577,T1H,3.546036561347029,FALSE
T1H35,34.50362012,13.51978584,T1H,7.709779375145326,FALSE
T1H36,33.51780241,15.63225238,T1H,6.902160932414333,FALSE
T1H39,37.32024218,11.2664882,T1H,4.681442757957483,FALSE
T1H44,38.02439769,13.80144805,T1H,4.788257479999999,FALSE
T1H47,39.85520202,12.53396813,T1H,2.8306701279181725,FALSE
T1K01,54.07914338,20.84300318,T1K,3.287735189780885,FALSE
T1K02,52.38917015,24.50461184,T1K,0.7583987020395742,TRUE
T1K03,50.13587251,23.51879413,T1K,0.7041555079999995,TRUE
T1K04,49.15005479,21.68798979,T1K,1.1949915380278011,TRUE
T1K07,50.41753471,20.98383428,T1K,2.6196099369105523,FALSE
T1K09,54.21997448,18.87136774,T1K,4.227279613988024,FALSE
T1K10,52.67083235,17.32222561,T1K,6.1014171078134805,FALSE
T1K13,54.78329889,16.19557679,T1K,4.508795229244959,FALSE
T1K16,54.92412999,13.37895474,T1K,4.6814427734802315,FALSE
T1K17,51.96667684,13.94227915,T1K,6.081882107520282,FALSE
T1K18,55.76911661,11.82981261,T1K,3.7919934804866138,FALSE
T1K19,53.79748117,11.82981261,T1K,5.353434613051015,FALSE
T1K20,47.74174376,16.05474569,T1K,1.741984533545401,TRUE
T1K21,48.72756148,14.22394136,T1K,2.8306701269231356,FALSE
T1K23,50.55836581,12.11147482,T1K,4.647426379999999,FALSE
T1K24,48.44589928,11.40731931,T1K,2.519263348289924,FALSE
T1K26,58.30407645,16.89973231,T1K,1.13541664950266,TRUE
T1K27,58.30407645,13.94227915,T1K,1.2674799300000004,TRUE
T1K29,58.58573866,11.2664882,T1K,1.0999260672166338,TRUE
T1K30,55.76911661,8.168203948,T1K,1.4703198777639956,TRUE
T1K31,53.37498787,8.449866153,T1K,1.9916525518773982,TRUE
T1K33,49.9950414,8.449866153,T1K,1.5167973947943814,TRUE
T1K34,48.02340597,8.449866153,T1K,0.6298158393085492,TRUE
T1L1,14.78726577,44.5026284,T1L,1.1719292720103263,TRUE
T1L3,11.68898151,44.2209662,T1L,2.2035931982506565,FALSE
T1L6,9.999008281,38.5877221,T1L,4.779250334239653,FALSE
T1L8,11.68898151,32.25032248,T1L,3.744408551136753,FALSE
T1L10,16.05474569,33.3769713,T1L,2.1351722997547657,FALSE
T1L13,8.449866153,31.82782918,T1L,1.2325240192738978,TRUE
T1O01,28.02538941,44.3617973,T1O,2.405408315009681,FALSE
T1O02,25.77209177,43.79847289,T1O,2.270347325129253,FALSE
T1O05,28.16622051,42.24933076,T1O,4.495483198007541,FALSE
T1O06,26.47624728,42.10849966,T1O,4.042630529314902,FALSE
T1O07,24.64544295,41.68600635,T1O,2.8273029344380722,FALSE
T1O09,27.18040279,39.99603312,T1O,5.843989108794484,FALSE
T1O13,31.68699807,38.7285532,T1O,2.950120378833206,FALSE
T1O14,33.94029571,38.30605989,T1O,0.8094553383239055,TRUE
T1O15,29.43370043,38.02439769,T1O,5.249421455062152,FALSE
T1O17,32.25032248,37.03857997,T1O,2.429867097646312,FALSE
T1O19,32.53198469,35.20777564,T1O,1.9053407965966906,TRUE
T1O20,33.0953091,33.51780241,T1O,0.7264114653541287,TRUE
T1O22,31.96866028,32.81364689,T1O,1.5983647881169472,TRUE
T1O23,30.27868705,32.25032248,T1O,2.6441910009227834,FALSE
T1O24,29.15203823,32.954478,T1O,3.893964443734466,FALSE
T1O25,27.18040279,32.25032248,T1O,3.3307007595786846,FALSE
T1O26,27.6028961,30.70118036,T1O,1.9592165052643167,TRUE
T1O27,30.13785595,30.70118036,T1O,1.4883119337158655,TRUE
T1O28,25.20876736,30.56034925,T1O,0.9475421970376566,TRUE
T1O29,25.63126066,38.02439769,T1O,4.750069325836261,FALSE
T1O31,26.33541618,35.91193115,T1O,5.1763718676083155,FALSE
T1O32,27.462065,34.22195792,T1O,5.219835758756929,FALSE
T1O36,23.94128743,36.19359335,T1O,2.947479155847321,FALSE
T1O37,24.64544295,32.954478,T1O,2.287187104573358,FALSE
T1O40,21.969652,37.74273548,T1O,1.0799020685098695,TRUE
T1O41,22.2513142,35.48943784,T1O,1.1169534193969628,TRUE
T1O43,22.95546972,32.53198469,T1O,0.6054660225291589,TRUE
T1Q01,39.15104651,31.40533587,T1Q,1.1938074519541781,TRUE
T1Q02,41.68600635,30.56034925,T1Q,0.9323018369983453,TRUE
T1Q03,44.2209662,31.12367366,T1Q,1.1610266773870777,TRUE
T1Q05,38.16522879,33.65863351,T1Q,1.4540300409995643,TRUE
T1Q06,40.70018864,32.954478,T1Q,3.217201000589417,FALSE
T1Q07,42.53099297,32.954478,T1Q,3.267850434617793,FALSE
T1Q08,44.3617973,33.0953091,T1Q,3.0045306080440577,FALSE
T1Q10,46.75592605,33.0953091,T1Q,1.3254013172569243,TRUE
T1Q11,39.99603312,36.05276225,T1Q,3.321798771809539,FALSE
T1Q13,42.95348628,35.34860674,T1Q,5.361007268426777,FALSE
T1Q14,45.48844612,35.48943784,T1Q,2.826453492909359,FALSE
T1Q16,44.64345951,37.60190438,T1Q,3.329779725216127,FALSE
T1Q20,45.34761502,39.43270871,T1Q,2.020134630543412,FALSE
T1Q23,39.85520202,42.24933076,T1Q,2.241029313762547,FALSE
T1Q25,43.09431738,41.54517525,T1Q,2.924615576875639,FALSE
T1Q31,42.24933076,45.06595282,T1Q,0.7461779831911466,TRUE
T1S01,57.03659653,31.12367366,T1S,1.6226327015255468,TRUE
T1S02,59.14906307,31.54616697,T1S,1.089257045465807,TRUE
T1S03,59.43072527,33.51780241,T1S,2.0440519092550775,FALSE
T1S04,60.5573741,34.36278902,T1S,1.3964056266836529,TRUE
T1S07,56.89576543,35.34860674,T1S,5.132679825917896,FALSE
T1S08,58.72656976,36.75691776,T1S,3.7365918682489743,FALSE
