X,Y,Slice,z
21.26549648,22.67380751,T1F,4.6000000000000005
21.26549648,22.67380751,T1F,4.6000000000000005
21.969652,21.82882089,T1F,4.6000000000000005
22.67380751,20.98383428,T1F,4.6000000000000005
23.23713192,19.99801656,T1F,4.6000000000000005
23.65962523,19.29386105,T1F,4.6000000000000005
23.94128743,18.44887443,T1F,4.6000000000000005
24.22294964,17.46305672,T1F,4.6000000000000005
24.50461184,16.6180701,T1F,4.6000000000000005
24.64544295,15.63225238,T1F,4.6000000000000005
24.50461184,14.64643466,T1F,4.6000000000000005
24.50461184,13.80144805,T1F,4.6000000000000005
24.22294964,12.67479923,T1F,4.6000000000000005
24.08211854,11.82981261,T1F,4.6000000000000005
23.65962523,11.1256571,T1F,4.6000000000000005
23.23713192,10.13983938,T1F,4.6000000000000005
22.81463861,9.294852768,T1F,4.6000000000000005
22.1104831,8.449866153,T1F,4.6000000000000005
21.54715869,7.74571064,T1F,4.6000000000000005
20.98383428,7.18238623,T1F,4.6000000000000005
19.99801656,6.61906182,T1F,4.6000000000000005
19.29386105,6.196568512,T1F,4.6000000000000005
18.16721223,5.633244102,T1F,4.6000000000000005
17.32222561,5.351581897,T1F,4.6000000000000005
16.6180701,5.069919692,T1F,4.6000000000000005
15.35059018,4.929088589,T1F,4.6000000000000005
14.22394136,4.788257487,T1F,4.6000000000000005
12.53396813,5.069919692,T1F,4.6000000000000005
11.54815041,5.351581897,T1F,4.6000000000000005
10.8439949,5.633244102,T1F,4.6000000000000005
9.858177178,6.05573741,T1F,4.6000000000000005
8.87235946,6.478230717,T1F,4.6000000000000005
8.168203948,7.18238623,T1F,4.6000000000000005
7.464048435,7.74571064,T1F,4.6000000000000005
6.759892922,8.449866153,T1F,4.6000000000000005
6.337399615,9.154021666,T1F,4.6000000000000005
5.633244102,10.13983938,T1F,4.6000000000000005
5.351581897,10.8439949,T1F,4.6000000000000005
4.929088589,11.68898151,T1F,4.6000000000000005
4.647426384,12.53396813,T1F,4.6000000000000005
4.506595282,13.37895474,T1F,4.6000000000000005
4.506595282,14.36477246,T1F,4.6000000000000005
4.365764179,15.20975908,T1F,4.6000000000000005
4.506595282,16.19557679,T1F,4.6000000000000005
4.647426384,17.32222561,T1F,4.6000000000000005
4.788257487,18.02638113,T1F,4.6000000000000005
5.210750794,19.01219884,T1F,4.6000000000000005
5.492412999,19.71635436,T1F,4.6000000000000005
6.05573741,20.56134097,T1F,4.6000000000000005
6.478230717,21.26549648,T1F,4.6000000000000005
7.041555127,21.82882089,T1F,4.6000000000000005
7.604879538,22.39214531,T1F,4.6000000000000005
8.30903505,23.09630082,T1F,4.6000000000000005
9.013190563,23.51879413,T1F,4.6000000000000005
9.717346076,24.08211854,T1F,4.6000000000000005
10.70316379,24.50461184,T1F,4.6000000000000005
11.82981261,24.92710515,T1F,4.6000000000000005
12.81563033,25.06793625,T1F,4.6000000000000005
13.94227915,25.20876736,T1F,4.6000000000000005
15.06892797,25.20876736,T1F,4.6000000000000005
16.19557679,24.92710515,T1F,4.6000000000000005
17.18139451,24.78627405,T1F,4.6000000000000005
18.30804333,24.50461184,T1F,4.6000000000000005
19.29386105,24.08211854,T1F,4.6000000000000005
20.13884766,23.51879413,T1F,4.6000000000000005
42.95348628,16.6180701,T1H,4.2
42.95348628,16.6180701,T1H,4.2
43.09431738,15.77308349,T1H,4.2
43.09431738,15.06892797,T1H,4.2
42.81265517,13.80144805,T1H,4.2
42.67182407,12.25230592,T1H,4.2
42.24933076,10.56233269,T1H,4.2
41.68600635,9.576514973,T1H,4.2
41.26351305,8.731528358,T1H,4.2
40.55935753,7.604879538,T1H,4.2
39.85520202,7.041555127,T1H,4.2
38.7285532,6.337399615,T1H,4.2
37.60190438,5.492412999,T1H,4.2
36.47525556,5.210750794,T1H,4.2
35.20777564,4.929088589,T1H,4.2
33.79946461,4.929088589,T1H,4.2
32.67281579,5.210750794,T1H,4.2
31.82782918,5.633244102,T1H,4.2
30.56034925,6.196568512,T1H,4.2
29.85619374,6.900724025,T1H,4.2
29.15203823,7.74571064,T1H,4.2
28.44788271,8.590697255,T1H,4.2
27.7437272,9.717346076,T1H,4.2
27.18040279,10.984826,T1H,4.2
26.89874059,12.25230592,T1H,4.2
26.61707838,13.23812364,T1H,4.2
26.61707838,14.36477246,T1H,4.2
26.61707838,15.49142128,T1H,4.2
26.61707838,16.477239,T1H,4.2
26.75790948,17.60388782,T1H,4.2
27.03957169,18.58970554,T1H,4.2
27.462065,19.71635436,T1H,4.2
28.02538941,20.70217207,T1H,4.2
28.58871382,21.68798979,T1H,4.2
29.43370043,22.67380751,T1H,4.2
30.27868705,23.37796302,T1H,4.2
31.54616697,24.22294964,T1H,4.2
32.81364689,24.78627405,T1H,4.2
33.51780241,25.06793625,T1H,4.2
34.92611343,25.20876736,T1H,4.2
36.47525556,24.92710515,T1H,4.2
37.46107328,24.64544295,T1H,4.2
38.16522879,24.22294964,T1H,4.2
38.8693843,23.80045633,T1H,4.2
39.43270871,23.37796302,T1H,4.2
40.41852643,22.53297641,T1H,4.2
40.84101974,21.82882089,T1H,4.2
41.40434415,21.26549648,T1H,4.2
41.68600635,20.42050987,T1H,4.2
42.10849966,19.57552325,T1H,4.2
42.53099297,18.73053664,T1H,4.2
42.67182407,17.88555002,T1H,4.2
57.88158315,20.98383428,T1K,3.6000000000000005
57.88158315,20.98383428,T1K,3.6000000000000005
58.30407645,19.99801656,T1K,3.6000000000000005
58.72656976,19.01219884,T1K,3.6000000000000005
59.00823197,18.02638113,T1K,3.6000000000000005
59.28989417,16.3364079,T1K,3.6000000000000005
59.43072527,15.35059018,T1K,3.6000000000000005
59.57155638,13.94227915,T1K,3.6000000000000005
59.71238748,13.09729254,T1K,3.6000000000000005
59.57155638,11.82981261,T1K,3.6000000000000005
59.28989417,10.42150159,T1K,3.6000000000000005
58.86740086,9.576514973,T1K,3.6000000000000005
58.44490756,8.590697255,T1K,3.6000000000000005
57.88158315,7.886541743,T1K,3.6000000000000005
57.17742763,7.18238623,T1K,3.6000000000000005
56.19160992,6.759892922,T1K,3.6000000000000005
55.0649611,6.478230717,T1K,3.6000000000000005
55.0649611,6.478230717,T1K,3.6000000000000005
53.65665007,6.478230717,T1K,3.6000000000000005
52.38917015,6.478230717,T1K,3.6000000000000005
