mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
0.005627498436985763	0.0055947480484915026	0.004607124406757034	0.006701357554296219	sampconfig_m0_w1.1_d0_t1_mg0.99_mm1_l2e+08_i2_s84933_diversified_m1_n100	100	2D_sel_bdg	78.54802692905261
