mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
7.79784536667875e-4	7.671039061233264e-4	5.174538558976434e-4	0.001058888672266239	sampconfig_m0_w1.1_d0.5_t1_mg0.99_mm1_l2e+08_i8_s26710_diversified_m1_n100	100	2D_sel_bdg	835.1696230327511
