mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	dr	i	id	m	true_birth_rate_difference	minBirthRateESS
0.004378944520624483	0.00436225799578211	0.0035141849036487167	0.005254922205000403	0.1	1	20363	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s20363_diversified_m1_n100.log	0.0032979764240868704	209.237054352545
0.004330372019559548	0.004315568794769613	0.003639876532157532	0.005081151434637819	0.1	1	43310	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s43310_diversified_m1_n100.log	0.0031650512580195032	233.84648538563422
0.003106705765223457	0.0030909140919167344	0.0023721350649856254	0.003840615030111968	0.1	1	53123	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s53123_diversified_m1_n100.log	0.0031688283538770586	218.7986044024358
0.0048139232695603535	0.004767532455399761	0.0039138509858855355	0.005803975971450822	0.1	1	62823	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s62823_diversified_m1_n100.log	0.0032540942253103684	281.3124850214835
0.003734475148739836	0.0037049651774198784	0.0029600653724201746	0.004569941807234348	0.1	2	29035	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s29035_diversified_m1_n100.log	0.0032635531934576663	221.62737598248748
0.003882350031959654	0.0038425951393450406	0.00293167046506994	0.004910454273800249	0.1	2	36728	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s36728_diversified_m1_n100.log	0.003330822181817735	310.65181952259195
0.0032741348945283066	0.0032342904343482535	0.0025247075087482342	0.004092416355001857	0.1	2	3730	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s3730_diversified_m1_n100.log	0.003242562831203881	305.1895390839283
0.0040562103292885775	0.0040436486155342255	0.0032996857292222435	0.004823041003801821	0.1	3	54011	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s54011_diversified_m1_n100.log	0.003275120815489868	348.3595894967645
0.0033902268085407475	0.003373513645971227	0.0026047713782638713	0.004209539067649429	0.1	3	80300	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s80300_diversified_m1_n100.log	0.003301675209484209	229.17322997501137
0.003213323326256648	0.0031892142901383848	0.002581054045237512	0.003929791993846682	0.1	3	83165	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s83165_diversified_m1_n100.log	0.0032463177381299234	263.3888859921309
0.003951509966955095	0.003935243996161854	0.003131639695144461	0.004787006820299182	0.1	4	32876	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s32876_diversified_m1_n100.log	0.0033288834696279315	235.63359068693396
0.0035863418614177464	0.0035408379874826575	0.0027783667917708242	0.004492550870656474	0.1	4	65629	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s65629_diversified_m1_n100.log	0.0031884284342080897	255.06493605583384
0.0032120377936690546	0.0031428711679605025	0.002495538415717521	0.004105577046087488	0.1	4	87908	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s87908_diversified_m1_n100.log	0.003203538375977138	281.9371220862422
0.0032485432807059277	0.0032273661003717497	0.0024518899976328323	0.0040466590915669955	0.1	5	68464	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s68464_diversified_m1_n100.log	0.0032242447932407966	231.4945156333614
0.0034705844608525316	0.0034574682692245693	0.0027601772227872114	0.004161540442828855	0.1	5	91109	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s91109_diversified_m1_n100.log	0.003194110312337411	247.62028971587196
