mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
0.0021202213303817136	0.0020953010480667103	0.0016447635845440324	0.0026312732800792362	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s8001_diversified_m1_n100	100	2D_neut_bdg_motility	465.98223945417124
