mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
0.0023897291457232687	0.0023665462806339473	0.0017229019384089848	0.0030590013671719955	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s3755_diversified_m1_n100	100	2D_neut_bdg_motility	237.7933051050463
0.00242537087710359	0.0024007972349270774	0.0017345577174843127	0.0031353427814651723	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939_diversified_m1_n100	100	2D_neut_bdg_motility	281.4957237831235
0.002068551513111811	0.002049249361777061	0.0016324692690960056	0.0025588990155019815	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353_diversified_m1_n100	100	2D_neut_bdg_motility	381.2784953001689
0.001918370145948853	0.0018797116917349164	0.001390954371672728	0.0025104952660776453	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s48200_diversified_m1_n100	100	2D_neut_bdg_motility	748.3404699602296
0.0016149492766382562	0.0015854464924417372	0.0012187640908247568	0.002062525410324143	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s23648_diversified_m1_n100	100	2D_neut_bdg_motility	482.2857932491249
0.0015789222801197102	0.001558231680166323	0.0012096098501724907	0.0019861674155236112	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s28361_diversified_m1_n100	100	2D_neut_bdg_motility	490.59446664645634
0.002644956056532861	0.002455057805558496	0.0017942175781066137	0.0040337920248636	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s7216_diversified_m1_n100	100	2D_neut_bdg_motility	40.226453399164505
0.0029224840409205737	0.0029133374641582568	0.002174643828732395	0.0036496180868283833	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456_diversified_m1_n100	100	2D_neut_bdg_motility	281.0464667667369
0.002797050725214036	0.002788734960418214	0.0018298940686635706	0.00371202692451834	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s1677_diversified_m1_n100	100	2D_neut_bdg_motility	359.358975133051
0.0023039271476107586	0.002256765163515931	0.001549256806279221	0.0031610849304825163	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15296_diversified_m1_n100	100	2D_neut_bdg_motility	120.19256707599153
0.0030126829832416565	0.002777959958210072	0.002093499748317737	0.004433393511150563	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s20363_diversified_m1_n100	100	2D_sel_bdg	88.07704096525214
0.003087117525662503	0.0030571544749125367	0.002491191743232142	0.003740568737332152	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s43310_diversified_m1_n100	100	2D_sel_bdg	1027.1527692334962
0.0030600493430114986	0.0030394928628562964	0.002347478472056502	0.003786686539881308	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s53123_diversified_m1_n100	100	2D_sel_bdg	614.7694868446041
0.0038002341661707486	0.0037802207092334393	0.0030632994594475237	0.0045283355684541575	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i1_s62823_diversified_m1_n100	100	2D_sel_bdg	419.1324304615008
0.003552315860648779	0.0035526969984745623	0.0026348846805798283	0.004443124892623098	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s29035_diversified_m1_n100	100	2D_sel_bdg	274.39362039553714
0.0029824674112991665	0.002946490377676537	0.002248642774791707	0.0037597843759412993	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s36728_diversified_m1_n100	100	2D_sel_bdg	706.4615320046873
0.0031270443061235187	0.0030660920424970756	0.0023946152000565964	0.003985515125144154	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i2_s3730_diversified_m1_n100	100	2D_sel_bdg	317.7978568789446
0.0043064573188303324	0.004287389443419196	0.0032549408665775237	0.005338731023675687	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s54011_diversified_m1_n100	100	2D_sel_bdg	365.16184677248043
0.003494699385992138	0.0034543869794984574	0.0027716557344836445	0.004284764449068383	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s80300_diversified_m1_n100	100	2D_sel_bdg	304.1828378760449
0.004367690049697383	0.0033143602455150294	0.002363107943354374	0.00718503461268573	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i3_s83165_diversified_m1_n100	100	2D_sel_bdg	16.191253729773234
0.004131900279144115	0.004086564360338847	0.003190420040447035	0.005148492631500652	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s32876_diversified_m1_n100	100	2D_sel_bdg	273.07945517310736
0.004696461216619188	0.004681737133089054	0.003674102162321603	0.0057575395900730615	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s65629_diversified_m1_n100	100	2D_sel_bdg	243.15139998397441
0.0037149781585340052	0.0036219027459104738	0.002810515106309402	0.004824095424042342	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i4_s87908_diversified_m1_n100	100	2D_sel_bdg	309.69503722498655
0.003295493240959009	0.0032737527187639507	0.0026836956551205575	0.0039449710120489905	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s68464_diversified_m1_n100	100	2D_sel_bdg	795.6278772464871
0.002824191014368934	0.002795814896615601	0.002104541016846619	0.003572490617588003	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s91109_diversified_m1_n100	100	2D_sel_bdg	414.0182049315727
0.003920039945265942	0.003909466411374103	0.0029313969358372937	0.004923030495562008	sampconfig_m0_w1.1_d0.1_t1_mg0.99_mm1_l2e+08_i5_s94765_diversified_m1_n100	100	2D_sel_bdg	227.91441827529346
