mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	dr	i	id	m	true_birth_rate_difference	minBirthRateESS
0.0023573125877083016	0.0023283146028139005	0.0016311027594936615	0.003169255240571913	0.2	1	15745	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s15745_diversified_m1_n100.log	0.0025453264554439504	347.5885114464817
0.002868897356859266	0.002847940932631372	0.002157675096967647	0.0036173357519770437	0.2	1	81842	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s81842_diversified_m1_n100.log	0.0025655799928595404	689.1196832211181
0.001669353798916162	0.0016522133742325291	0.0012643522984487389	0.0020925076292368392	0.2	1	82181	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s82181_diversified_m1_n100.log	0.0025399370703949003	783.140978476022
0.0019734172309641127	0.0018899184929844198	0.0013947915941274708	0.002767650708883374	0.2	2	19907	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s19907_diversified_m1_n100.log	0.0025189269922617154	210.96446693776096
0.002418917331143456	0.0023911308771991952	0.001817328667823795	0.003049278504666463	0.2	3	14380	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s14380_diversified_m1_n100.log	0.002524259496820577	659.1812545501753
0.0022593781539251194	0.0022352267023367685	0.0016802171678422838	0.002867519966484889	0.2	4	78943	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s78943_diversified_m1_n100.log	0.002539889542226982	691.1000463245072
0.0024959278479258756	0.002461954932430164	0.001847568487449628	0.0032076517726156387	0.2	5	50164	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s50164_diversified_m1_n100.log	0.0025321455909814816	571.4398828442713
0.0016811204266682694	0.0016593747171566057	0.0012525059998196699	0.00215069216832399	0.2	6	79176	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s79176_diversified_m1_n100.log	0.002515832200055134	798.9060378105878
0.001826686398318564	0.0018100466129136877	0.0013839129564328521	0.002291286850589232	0.2	7	44022	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s44022_diversified_m1_n100.log	0.002521920723355456	861.5325526297133
0.0015358593620801867	0.0015172719614834052	0.0012089212945726887	0.0018967429135647816	0.2	8	84050	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s84050_diversified_m1_n100.log	0.002564309917511158	1342.2608761913718
0.0011660468503386626	0.001146405473072864	7.721865472404499e-4	0.001579442212264999	0.4	1	27140	sampconfig_m0_w1_d0.4_t1_mg1_mm1_l2e+08_i1_s27140_diversified_m1_n100.log	0.001827026682894016	784.8186246292679
0.0010070923504325873	9.97112960120693e-4	7.337409771834377e-4	0.0012998525350513216	0.4	1	33160	sampconfig_m0_w1_d0.4_t1_mg1_mm1_l2e+08_i1_s33160_diversified_m1_n100.log	0.0017804468387274102	658.6350490119672
0.0012695890464700166	0.0012402161990328195	8.502764511079385e-4	0.001743580728018221	0.4	1	82216	sampconfig_m0_w1_d0.4_t1_mg1_mm1_l2e+08_i1_s82216_diversified_m1_n100.log	0.001852888449660446	206.8244289605724
0.0011230164545629217	0.0011077927801889647	8.001366212132138e-4	0.0014725532455437305	0.4	2	85678	sampconfig_m0_w1_d0.4_t1_mg1_mm1_l2e+08_i2_s85678_diversified_m1_n100.log	0.0017891204038900919	468.7265496320961
9.666968128759577e-4	9.592158542706509e-4	6.955858927400351e-4	0.001259208261731792	0.4	3	99262	sampconfig_m0_w1_d0.4_t1_mg1_mm1_l2e+08_i3_s99262_diversified_m1_n100.log	0.0018250209990130096	863.7011644324214
