mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	dr	i	id	m	true_birth_rate_difference	minBirthRateESS
0.0024888312330692457	0.002461334699565297	0.0017362200620735634	0.003322111870091437	0.2	1	37939	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s37939_diversified_m1_n100.log	0.002584674703370529	332.4505257824439
0.0023334685960325965	0.0023145794205098537	0.0019118613416578456	0.002787448841590873	0.2	1	5353	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s5353_diversified_m1_n100.log	0.0025623932758699368	435.1761653235897
0.0029451383994111035	0.002922265917923755	0.0021715198863273485	0.0037401375143260203	0.2	6	3456	sampconfig_m0.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s3456_diversified_m1_n100.log	0.0025671492594965314	376.0987560310843
0.002974930107666138	0.0029481592143732237	0.0023307285039372845	0.003702001778567383	0.2	1	4522	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s4522_diversified_m1_n100.log	0.002749281410982401	236.47802979243667
0.002219773292147343	0.0021955171219259304	0.0017271176598204817	0.002750317920599948	0.2	1	8001	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s8001_diversified_m1_n100.log	0.0027062832547811904	303.5827120271872
0.00254626972568736	0.002506567852914354	0.0019620820379684873	0.0032139847495137688	0.2	2	11207	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s11207_diversified_m1_n100.log	0.00277314696220072	222.69053979597837
0.0026588300936566988	0.002625993008608282	0.0019253693405853044	0.00350715304570412	0.2	3	95549	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s95549_diversified_m1_n100.log	0.0026789410483786286	208.31784896585845
0.0024435529521780897	0.002416751020979019	0.001735331287809821	0.0031816671405530883	0.2	4	45767	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s45767_diversified_m1_n100.log	0.00278290184618663	319.14863283248997
0.0021456490415256	0.002095299132488023	0.00155370812921821	0.0027947705397992073	0.2	5	6160	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s6160_diversified_m1_n100.log	0.002756953375730507	239.28584357380848
0.002442395689085163	0.0023968507581296245	0.0018322735059703393	0.0030907225877323695	0.2	6	69674	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s69674_diversified_m1_n100.log	0.0027923430319511684	252.5021854986474
0.002402474955478066	0.0023369636834063828	0.0017445604217951232	0.003236562739965032	0.2	7	3157	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s3157_diversified_m1_n100.log	0.0027148627817112072	243.15148655736508
0.002064769786232442	0.0020470690546023854	0.001611166857315627	0.002568369302464333	0.2	8	37523	sampconfig_m0_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s37523_diversified_m1_n100.log	0.0027315063266385217	399.8428752690031
0.0030455330625513977	0.003005757237682734	0.0023245801485483396	0.003870010231771426	0.2	1	2710	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s2710_diversified_m1_n100.log	0.0023589997301516454	440.00380091486375
0.0018759170061950323	0.00183304972027829	0.0011715741719879672	0.002645574623694651	0.2	1	29448	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s29448_diversified_m1_n100.log	0.0023458396317413525	245.19790934084884
0.001973135215407056	0.0019423967083948333	0.0014045050367845638	0.0025944191186234923	0.2	2	51192	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s51192_diversified_m1_n100.log	0.002374324044509355	533.8956696514217
0.0026658668090980826	0.002605618002607051	0.0018115928436929659	0.003644091926215315	0.2	3	9860	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s9860_diversified_m1_n100.log	0.0024720877268210144	271.78876315595795
0.0014327179085985243	0.0014164774043875675	9.537711059113576e-4	0.0019404851667959124	0.2	4	26687	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s26687_diversified_m1_n100.log	0.0023765686289278108	231.39227318238096
0.002099634256497448	0.002104862651693261	0.0012764525124266748	0.002894029619538854	0.2	5	13187	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s13187_diversified_m1_n100.log	0.002447035065765257	220.549120751699
0.0020576909012434835	0.002049604069610538	0.0013965438700968096	0.002678796526650146	0.2	7	41937	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s41937_diversified_m1_n100.log	0.0024467816714725723	434.19398942466177
0.0024332808808057165	0.002407537322762161	0.0018941163874009355	0.0030302428605534924	0.2	8	77605	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s77605_diversified_m1_n100.log	0.0024414668718508135	292.7388718218409
0.001970826389363799	0.0019383072678382997	0.001506356160512892	0.0025294326619405938	0.2	1	29745	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s29745_diversified_m1_n100.log	0.002480979340626421	717.1281973771828
0.002488607866237053	0.0024768608283740005	0.0018546241485604487	0.003143476425033766	0.2	1	69767	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i1_s69767_diversified_m1_n100.log	0.0024538757899497973	238.45313124879578
0.0017652076431948463	0.0017415059265805818	0.0012895232591895861	0.00229143290110305	0.2	2	9004	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i2_s9004_diversified_m1_n100.log	0.0024800666625256814	356.99880357088756
0.0017650704735807845	0.001728457151383312	0.001233727879969064	0.002359747034103473	0.2	3	34362	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i3_s34362_diversified_m1_n100.log	0.0023861698456865256	235.36343196767783
0.0017605328132994432	0.0017306452565550648	0.0012337358987656597	0.0023439909388253593	0.2	4	72476	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s72476_diversified_m1_n100.log	0.0023956450195933843	419.1856701557158
0.0020930403015352425	0.0020735437860530392	0.001586529033270692	0.0026129036079880937	0.2	5	13495	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i5_s13495_diversified_m1_n100.log	0.002461868324400729	611.8319582540818
0.0020125137429515623	0.0019747157156387845	0.0014421326576150803	0.0026379140230424884	0.2	7	49263	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i7_s49263_diversified_m1_n100.log	0.002384135462434463	650.7987398044284
0.0017896086940639773	0.001760802414329442	0.0012430787943570353	0.0023621332483575296	0.2	8	15686	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i8_s15686_diversified_m1_n100.log	0.002429989415731619	375.49018015594237
