mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
7.000883160860195e-4	6.789933647050417e-4	4.270613325950826e-4	0.001018796712815154	sampconfig_m0_w1_d0.6_t1_mg1_mm0.99_l2e+08_i3_s96081_diversified_m1_n100	100	2D_sel_bdg_deleterious	213.01080488947753
