mean_birth_rate_diff	median_birth_rate_diff	birthRate_hdi95_lower	birthRate_hdi95_upper	run	n	simulation	minBirthRateESS
0.0044357021809961076	0.004320689294555748	0.00346110188045987	0.0054680520361450905	sampconfig_m0_w1_d0_t1_mg1_mm1_l2e+08_i8_s66697_diversified_m1_n100	100	2D_neut_bdg_sigmoid	118.65375926122479
