edgeAssociated	mean_growth_rate	simulation
FALSE	1.0442055114438475e-4	sampconfig_m0_w1.1_d0_t1_mg0.99_mm1_l2e+08_i6_s8840_diversified_m1_n100
TRUE	0.0037334116480975017	sampconfig_m0_w1.1_d0_t1_mg0.99_mm1_l2e+08_i6_s8840_diversified_m1_n100
