edgeAssociated	mean_growth_rate	simulation
FALSE	1.0097992073584646e-4	sampconfig_m0_w1.1_d0_t1_mg0.99_mm1_l2e+08_i7_s81393_diversified_m1_n100
TRUE	0.003514602577620988	sampconfig_m0_w1.1_d0_t1_mg0.99_mm1_l2e+08_i7_s81393_diversified_m1_n100
