edgeAssociated	base	mean_growth_rate
FALSE	sampconfig_m0_w1_d0.8_t1_mg1_mm0.99_l2e+08_i3_s70682	0.0024134936050710654
TRUE	sampconfig_m0_w1_d0.8_t1_mg1_mm0.99_l2e+08_i3_s70682	0.004362102958097298
