edgeAssociated	mean_growth_rate	simulation
FALSE	0.0012079359810054943	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s43709_diversified_m1_n100
TRUE	0.003527987025215018	sampconfig_m1.5_w1_d0.2_t1_mg1_mm1_l2e+08_i6_s43709_diversified_m1_n100
