edgeAssociated	mean_growth_rate	simulation
FALSE	0.0019520069715135153	sampconfig_m0_w1_d0.4_t1_mg1_mm0.99_l2e+08_i1_s57121_diversified_m1_n100
TRUE	0.003970912479725866	sampconfig_m0_w1_d0.4_t1_mg1_mm0.99_l2e+08_i1_s57121_diversified_m1_n100
