edgeAssociated	mean_growth_rate	simulation
FALSE	0.0011436380387648787	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s72476_diversified_m1_n100
TRUE	0.003539283058358263	sampconfig_m1_w1_d0.2_t1_mg1_mm1_l2e+08_i4_s72476_diversified_m1_n100
