edgeAssociated	mean_growth_rate	simulation
FALSE	1.2945493760638127e-4	sampconfig_m0_w1_d0_t1_mg1_mm1_l2e+08_i6_s28788_diversified_m1_n100
TRUE	0.0033012993726501236	sampconfig_m0_w1_d0_t1_mg1_mm1_l2e+08_i6_s28788_diversified_m1_n100
