edgeAssociated	mean_growth_rate	simulation
FALSE	0.0024547022735210986	sampconfig_m0_w1.1_d0.5_t1_mg0.99_mm1_l2e+08_i1_s5083_diversified_m1_n100
TRUE	0.004359787876060058	sampconfig_m0_w1.1_d0.5_t1_mg0.99_mm1_l2e+08_i1_s5083_diversified_m1_n100
